Pos,Bib No,Name,Net Time,Category,Cat Pos,Gender,Start,Finish,race_name,race_large_logo,race_category,runner_id,race_link
151,1125,Very Very,00:00:45.600,40-44,26,Male,10:17:12.307,10:17:57.907,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,SPRINT,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-4-146334,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
152,1418,Eron Matulessy,00:00:45.623,50-54,9,Male,11:03:33.410,11:04:19.033,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,SPRINT,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-4-146627,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
153,1035,Reza Udaya,00:00:45.970,40-44,27,Male,10:23:57.250,10:24:43.220,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,SPRINT,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-4-146244,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
154,1203,Freddy Freddy,00:00:46.017,55-59,10,Male,11:12:29.767,11:13:15.783,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,SPRINT,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-4-146412,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
155,1902,JUNAEDI,00:00:46.050,35-39,31,Male,10:24:13.487,10:24:59.537,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,SPRINT,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-4-147111,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
156,1196,Bambang Priyanto,00:00:46.080,40-44,28,Male,10:03:35.703,10:04:21.783,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,SPRINT,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-4-146405,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
157,1907,TEJO,00:00:46.113,45-49,18,Male,10:38:00.423,10:38:46.537,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,SPRINT,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-4-147116,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
158,1140,Murtaza Abdullah,00:00:46.137,35-39,32,Male,09:56:31.987,09:57:18.123,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,SPRINT,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-4-146349,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
159,1522,yusra pintaningrum,00:00:46.160,40-44,9,Female,10:03:35.917,10:04:22.077,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,SPRINT,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-4-146731,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
160,1386,Stefanus Budiman Bunde,00:00:46.367,45-49,19,Male,09:37:21.757,09:38:08.123,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,SPRINT,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-4-146595,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
