Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,KM 10,KM 15,KM 18,"KM 21,1",KM 25,KM 30,KM 35,"KM 40,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
1251,B11157,Muhamad Mukhlish Abdurrohiim,06:35:51,National,663,Male,1112,Indonesia,00:00:25,00:35:07,00:35:18,00:40:34,00:31:06,00:30:04,00:39:01,00:53:38,00:55:27,01:00:33,00:14:34,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199463,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1252,C10214,Muhammad Arwani,06:36:00,Master,428,Male,1113,Indonesia,00:01:08,00:32:58,00:34:07,00:39:24,00:26:57,00:27:09,00:37:19,00:51:04,00:57:22,01:09:05,00:19:21,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198520,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1253,C10299,Hery Dwinanto,06:36:02,Master,429,Male,1114,Indonesia,00:01:40,00:41:39,00:40:06,00:42:49,00:26:17,00:27:31,00:41:26,00:49:27,00:51:07,00:58:57,00:14:58,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198605,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1254,C10873,Feriyanto,06:36:02,Master,430,Male,1115,Indonesia,00:00:55,00:38:45,00:37:45,00:38:44,00:23:37,00:28:27,00:40:56,00:53:40,00:53:38,01:02:09,00:17:20,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199179,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1255,B10785,Ismail,06:36:16,National,664,Male,1116,Indonesia,00:00:39,00:37:36,00:37:24,00:40:15,00:27:06,00:30:11,00:39:18,00:43:52,00:59:14,01:03:44,00:16:53,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199091,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1256,B11176,Aiddin Mufti,06:36:19,National,665,Male,1117,Indonesia,00:00:06,00:34:37,00:36:06,00:41:13,00:28:31,00:29:20,00:41:13,00:54:52,00:53:32,00:59:54,00:16:50,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199482,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1257,B11221,Muhammad Faizal Anwar,06:36:24,National,666,Male,1118,Indonesia,00:00:32,00:38:18,00:35:26,00:38:53,00:26:15,00:28:53,00:41:07,00:49:18,00:55:36,01:04:52,00:17:08,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199527,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1258,C11511,Hendry Donald Jonathan,06:36:52,Master,431,Male,1119,Indonesia,00:01:20,00:38:11,00:38:22,00:40:09,00:27:39,00:28:05,00:40:20,00:56:00,00:53:02,00:57:07,00:16:30,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199817,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1259,C10760,Eddy Angkawibawa,06:37:03,Master,432,Male,1120,Indonesia,00:00:55,00:38:23,00:38:51,00:47:50,00:29:56,00:30:21,00:42:08,00:53:19,00:44:50,00:55:14,00:15:11,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199066,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1260,B11450,Alan Anhar,06:37:18,National,667,Male,1121,Indonesia,00:00:26,00:43:58,00:41:36,00:43:14,00:25:04,00:23:04,00:34:18,00:47:39,01:05:33,,06:37:18,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199756,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1261,C11279,Made Arya Sarjana,06:37:28,Master,433,Male,1122,Indonesia,00:00:48,00:31:47,00:32:02,00:35:22,00:23:13,00:27:43,00:48:33,00:58:42,00:58:38,01:02:34,00:18:01,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199585,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1262,C10617,Muhamad Ilham,06:38:16,Master,434,Male,1123,Indonesia,00:01:45,00:42:43,00:41:16,00:42:11,00:25:19,00:26:50,00:40:04,00:48:47,00:55:17,,06:38:16,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198923,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1263,B10454,Rochmad Budiyono,06:38:27,National,668,Male,1124,Indonesia,00:01:21,00:36:26,00:36:43,00:40:02,00:27:46,00:30:47,00:42:36,00:52:27,00:52:09,01:01:29,00:16:36,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198760,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1264,C10853,Rio Apriansyah,06:38:39,Master,435,Male,1125,Indonesia,00:01:18,00:42:01,00:42:32,00:43:27,00:28:23,00:30:09,00:39:42,00:56:51,00:57:04,,06:38:39,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199159,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1265,C10576,Ari Sulistiyono,06:38:43,Master,436,Male,1126,Indonesia,00:00:11,00:29:53,00:34:00,00:39:30,00:38:40,00:30:28,00:41:03,00:51:33,00:52:44,01:03:43,00:16:51,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198882,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1266,B10083,Suria Hidayatuloh Sulaiman,06:38:46,National,669,Male,1127,Indonesia,00:00:34,00:31:57,00:33:20,00:33:22,00:23:23,00:27:58,00:42:40,00:54:41,00:59:52,01:07:15,00:23:38,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198389,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1267,B10090,Husin Shahab,06:38:47,National,670,Male,1128,Indonesia,00:00:58,00:34:24,00:34:44,00:39:40,00:25:13,00:31:26,00:43:16,00:50:28,00:55:49,,06:38:47,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198396,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1268,C10638,Bambang Bimo Ajie,06:39:11,Master,437,Male,1129,Indonesia,00:02:30,00:37:16,00:36:32,00:41:18,00:26:38,00:29:20,00:42:40,00:56:48,00:52:45,,06:39:11,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198944,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1269,E11433,Regina Arini Saraswati,06:39:12,National,53,Female,140,Indonesia,00:01:39,00:41:39,00:42:04,00:45:15,00:28:14,00:28:13,00:40:59,00:52:14,00:52:56,,06:39:12,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199739,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1270,B11104,Ardiles Arya Perdhana,06:39:19,National,671,Male,1130,Indonesia,00:00:42,00:39:01,00:37:02,00:38:59,00:27:03,00:27:50,00:40:38,00:46:48,00:59:58,01:03:54,00:17:19,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199410,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1271,C10740,Andreas Maryoto,06:39:33,Master,438,Male,1131,Indonesia,00:00:53,00:44:19,00:40:29,00:41:44,00:26:01,00:29:05,00:38:02,00:52:22,00:54:43,,06:39:33,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199046,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1272,C11026,Pantas H Hutabarat,06:39:35,Master,439,Male,1132,Indonesia,00:01:34,00:41:19,00:39:24,00:40:25,00:32:04,00:27:57,00:39:48,00:47:36,00:48:29,01:03:18,00:17:36,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199332,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1273,C10912,Budhiono,06:39:38,Master,440,Male,1133,Indonesia,00:02:05,00:40:22,00:38:09,00:40:02,00:37:58,00:28:15,00:41:12,00:52:53,01:01:19,00:40:24,00:16:53,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199218,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1274,C10480,R B Seno Wulung,06:39:48,Master,441,Male,1134,Indonesia,00:00:53,00:43:06,00:41:43,00:41:43,00:26:00,00:30:39,00:38:59,00:50:28,00:54:14,,06:39:48,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198786,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1275,E10180,Ainun Widi Cahyaningrum,06:39:52,National,54,Female,141,Indonesia,00:01:11,00:39:47,00:38:21,00:41:11,00:31:39,00:30:44,00:39:55,00:50:12,00:51:11,00:58:37,00:17:00,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198486,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1276,E10752,Widiastuti,06:39:55,National,55,Female,142,Indonesia,00:00:30,00:34:54,00:36:57,00:42:28,00:26:53,00:32:22,00:40:27,00:53:09,00:54:29,01:00:36,00:17:04,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199058,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1277,E10158,Nurintan Umari,06:39:59,National,56,Female,143,Indonesia,00:01:37,00:40:54,00:38:56,00:41:50,00:29:19,00:36:06,00:41:18,00:52:48,00:55:29,00:44:14,00:17:22,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198464,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1278,E10614,Stefani Simanjuntak,06:40:09,National,57,Female,144,Indonesia,00:01:04,00:43:02,00:41:48,00:44:15,00:27:04,00:29:28,00:39:12,00:51:36,00:48:57,,06:40:09,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198920,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1279,C10666,Mochamad Yani,06:40:20,Master,442,Male,1135,Indonesia,00:00:48,00:37:48,00:36:40,00:37:24,00:22:59,00:27:52,00:42:49,01:01:26,00:56:59,,06:40:20,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198972,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1280,F11461,Yuli Rianastasia,06:40:22,Master,76,Female,145,Indonesia,00:00:38,00:40:44,00:39:07,00:42:12,00:28:54,00:30:06,00:41:43,00:51:47,00:52:11,,06:40:22,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199767,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1281,C10629,Yana Setia Permana,06:40:28,Master,443,Male,1136,Indonesia,00:00:37,00:42:44,00:42:03,00:42:39,00:27:21,00:35:32,00:47:33,00:57:32,,,06:40:28,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198935,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1282,C10405,Yoghi Budhiyanto,06:40:42,Master,444,Male,1137,Indonesia,00:01:43,00:36:16,00:37:21,00:44:25,00:40:42,00:30:05,00:40:24,00:49:31,00:48:51,,06:40:42,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198711,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
