Pos,Race No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
251,10006,Arie Wicaksono,01:28:15,01:27:22,Male,217,Male,217,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77557,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
252,10258,Much Agung Saputra,01:28:20,01:26:01,Male,218,Male,218,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77809,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
253,10254,Laras M D Siregar,01:28:25,01:27:48,Female,35,Female,35,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77805,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
254,10253,Yoppy,01:28:26,01:27:47,Male,219,Male,219,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77804,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
255,10238,Romi Fajar Pangestu,01:28:31,01:27:11,Male,220,Male,220,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77789,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
256,10320,Mahadika Wisnu Saputra,01:28:31,01:27:37,Male,221,Male,221,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77871,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
257,10289,Bambang Santoso,01:29:21,01:28:50,Male,222,Male,222,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77840,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
258,10327,Efenddy Saputro,01:29:28,01:28:56,Male,223,Male,223,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77878,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
259,10355,Sylvia Maya Indraswari,01:29:54,01:28:55,Female,36,Female,36,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77906,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
260,10262,Ir Istiaji,01:30:10,01:28:40,Male,224,Male,224,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77813,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
261,10123,Mochammad Aditya Rachman Soekarno,01:30:30,01:29:55,Male,225,Male,225,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77674,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
262,10294,Wilibrordus Widyarsa,01:30:53,01:28:26,Male,226,Male,226,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77845,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
263,10099,Andreas Edwin,01:30:53,01:28:28,Male,227,Male,227,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77650,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
264,10296,Reza Witigna Keswandhana,01:30:55,01:29:04,Male,228,Male,228,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77847,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
265,10190,Denny Syahrul Nelwan,01:30:56,01:29:20,Male,229,Male,229,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77741,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
266,10183,Antonius Lilik Kurniawan,01:30:58,01:29:33,Male,230,Male,230,,Semarang 10K,http://results.scorenow.co.id/Images/Clients/19723.png,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-42-1-77734,http://results.scorenow.co.id/results.aspx?CId=19723&RId=42
