Pos,Race No,Name,Time,Gender,Gen Pos,Start,"Checkpoint 1 - Km 3,1","Checkpoint 2 - Km 5,2",Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
,1620,Witri Yanti,DNF,Female,,00:00:04,,,,,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-4-197929,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
,1627,Siti Munawarah,COT,Female,,00:00:33,00:25:56,00:26:55,,,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-4-197936,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
,1642,Lisnawati,COT,Female,,00:00:23,00:26:19,00:27:50,,,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-4-197951,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
,1644,Surtini,COT,Female,,00:00:32,00:27:28,00:25:26,,,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-4-197953,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
,1665,Wawan Iskandar,COT,Male,,00:00:36,00:17:33,00:49:58,,,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-4-197974,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
,1676,Retno Imelda Secilia,COT,Female,,00:00:14,00:28:10,00:27:57,,,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-4-197985,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
,1683,Andi Nur Aida Hafdia,COT,Female,,00:00:15,00:26:48,00:26:57,,,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-4-197992,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
,1690,Hardianti,COT,Female,,00:00:02,00:26:11,00:27:10,,,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-4-197999,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
,1693,Irayanti Wijaya,COT,Female,,00:00:03,00:26:26,00:28:49,,,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-4-198002,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
,1702,Agum,COT,Male,,,00:31:50,00:22:37,,,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-4-198011,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
