Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,CP 1 - KM 4,Pace,CP 2 - KM 8,Pace,Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
815,P4607,RR ENDANG S,01:34:04.047,NATIONAL,201,Female,211,00:38:44.730,9:45 min/km,00:35:25.487,9:18 min/km,00:19:35.847,9:24 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151472,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
816,M4456,MUHAMAD RIZQI PRADANA,01:34:08.840,NATIONAL,579,Male,592,00:36:08.553,9:16 min/km,00:37:25.673,9:18 min/km,00:19:38.550,9:24 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151321,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
817,M4569,MIRZA HAIRUL MAIZER,01:34:09.130,NATIONAL,580,Male,593,00:34:39.103,8:40 min/km,00:38:13.547,9:07 min/km,00:21:13.130,9:24 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151434,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
818,P4854,NINIEK MARIANI,01:34:15.067,NATIONAL,202,Female,212,00:36:51.840,9:25 min/km,00:36:41.100,9:18 min/km,00:19:50.717,9:25 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151719,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
819,M4189,SRI BATHORO WRESNIADHI,01:34:18.120,NATIONAL,581,Male,594,00:35:12.560,9:22 min/km,00:35:05.493,9:04 min/km,00:21:41.437,9:25 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151054,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
820,P4637,ANGI ALMOVIANO PUTRI,01:34:19.940,NATIONAL,203,Female,213,00:36:06.577,9:39 min/km,00:35:32.257,9:16 min/km,00:20:11.187,9:25 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151502,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
821,P4880,SUKMASARI DEWANTI,01:34:19.980,NATIONAL,204,Female,214,00:36:48.173,9:15 min/km,00:36:30.480,9:11 min/km,00:20:45.963,9:25 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151745,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
822,M4064,DZAKY HAIDAR ALIF KHAIRY,01:34:22.300,NATIONAL,582,Male,595,00:35:27.913,9:06 min/km,00:38:54.640,9:25 min/km,00:19:02.170,9:26 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-150929,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
823,P4947,RISA BHINEKAWATI,01:34:29.413,NATIONAL,205,Female,215,00:37:12.363,9:19 min/km,00:37:00.413,9:17 min/km,00:20:12.247,9:26 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151812,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
824,M4516,TONI SANTOSO,01:34:36.850,NATIONAL,583,Male,596,00:36:40.003,9:35 min/km,00:36:18.260,9:20 min/km,00:19:55.567,9:27 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151381,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
825,P4677,AMINAH BAFADAL,01:34:39.100,NATIONAL,206,Female,216,00:31:00.567,7:59 min/km,00:41:14.097,9:09 min/km,00:21:25.837,9:27 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151542,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
826,M5247,ASHURI ASHURI,01:34:42.973,NATIONAL,584,Male,597,00:35:25.683,9:17 min/km,00:36:28.090,9:12 min/km,00:21:03.107,9:28 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-152103,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
827,M5154,GATOT ARIES PURBOYO,01:34:43.813,NATIONAL,585,Male,598,,,,,01:34:43.813,9:28 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-152019,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
828,M4425,RYAN SAADI,01:34:43.920,NATIONAL,586,Male,599,00:34:52.803,9:05 min/km,00:37:04.547,9:10 min/km,00:21:18.150,9:28 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151290,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
829,M4229,SATRIA GUMILANG,01:34:51.533,NATIONAL,587,Male,600,00:36:35.197,9:38 min/km,00:35:40.327,9:16 min/km,00:20:37.800,9:29 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151094,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
830,M4750,EGA SUTEKAT,01:34:51.733,NATIONAL,588,Male,601,00:36:38.153,9:38 min/km,00:35:37.597,9:16 min/km,00:20:38.340,9:29 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151615,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
831,M5018,SELAMET KARYADI,01:34:53.003,NATIONAL,589,Male,602,00:36:36.143,9:10 min/km,00:37:22.743,9:15 min/km,00:20:47.707,9:29 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151883,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
832,P4676,KUS HARTINI,01:34:53.023,NATIONAL,207,Female,217,00:35:53.493,9:30 min/km,00:37:22.690,9:25 min/km,00:19:27.930,9:29 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151541,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
833,M4079,YUNAWAN BUDIHARTO,01:35:02.200,NATIONAL,590,Male,603,00:36:33.510,9:39 min/km,00:36:39.247,9:24 min/km,00:19:45.710,9:30 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-150944,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
834,M4631,DIGBY ARDYANSAH,01:35:02.220,NATIONAL,591,Male,604,00:37:01.757,9:53 min/km,00:36:12.443,9:28 min/km,00:19:16.930,9:30 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151496,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
835,M4461,KELVIAN BEKTI DEWANGGA,01:35:04.327,NATIONAL,592,Male,605,00:35:23.573,9:04 min/km,00:37:52.780,9:16 min/km,00:20:51.897,9:30 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151326,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
836,M4358,JOKO TRIYONO,01:35:04.353,NATIONAL,593,Male,606,00:38:15.347,10:04 min/km,00:35:38.933,9:29 min/km,00:19:09.270,9:30 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151223,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
837,M4370,ASEP RAHMAT SUWANDHA,01:35:04.770,NATIONAL,594,Male,607,00:38:14.750,10:03 min/km,00:35:47.220,9:30 min/km,00:19:03.590,9:30 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151235,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
838,M4310,RIO ANDRIKA,01:35:06.850,NATIONAL,595,Male,608,00:36:34.583,9:39 min/km,00:36:39.143,9:24 min/km,00:19:50.837,9:30 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151175,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
839,M4104,MOHAMAD YUSUF,01:35:11.247,NATIONAL,596,Male,609,00:35:03.423,9:07 min/km,00:37:51.683,9:17 min/km,00:20:49.520,9:31 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-150969,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
840,M4013,SIWI DWIJO UTOMO,01:35:12.440,NATIONAL,597,Male,610,00:36:54.447,9:15 min/km,00:37:37.730,9:19 min/km,00:20:33.067,9:31 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-150878,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
841,P4453,RETNANINGSIH ENI,01:35:13.253,NATIONAL,208,Female,218,00:30:25.133,8:02 min/km,00:41:48.817,9:15 min/km,00:21:12.867,9:31 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151318,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
842,P5084,DEWI FATMA MUTIAWATI,01:35:16.807,NATIONAL,209,Female,219,00:35:27.290,9:22 min/km,00:37:03.023,9:19 min/km,00:20:42.197,9:31 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151949,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
843,M4210,THOMAS SETYA ARDIYAN,01:35:25.173,NATIONAL,598,Male,611,00:36:42.960,9:39 min/km,00:36:02.923,9:20 min/km,00:20:44.807,9:32 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151075,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
844,P4092,NOVI HASTUTI,01:35:25.877,NATIONAL,210,Female,220,00:37:13.647,9:41 min/km,00:37:22.120,9:31 min/km,00:19:16.103,9:32 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-150957,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
845,P5292,ANASTASIA MARITA ZELIA,01:35:26.297,NATIONAL,211,Female,221,00:37:13.063,9:41 min/km,00:37:14.690,9:30 min/km,00:19:23.830,9:32 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-152148,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
846,M4188,BILLIE SETIAWAN,01:35:30.577,NATIONAL,599,Male,612,00:36:40.350,9:34 min/km,00:37:07.380,9:25 min/km,00:20:06.787,9:33 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151053,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
847,P4664,ANNY TJANDRA,01:35:38.897,NATIONAL,212,Female,222,00:37:17.723,9:35 min/km,00:37:18.053,9:27 min/km,00:19:57.887,9:33 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151529,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
848,M4119,EGA NORISTA,01:35:41.003,NATIONAL,600,Male,613,00:37:37.767,9:48 min/km,00:36:38.423,9:29 min/km,00:19:48.640,9:34 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-150984,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
849,M5044,I WAYAN ODIYANA,01:35:42.520,NATIONAL,601,Male,614,00:38:45.853,9:45 min/km,00:37:15.347,9:32 min/km,00:19:23.687,9:34 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151909,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
850,M4385,JUNITO JUNITO,01:35:46.707,NATIONAL,602,Male,615,00:38:29.530,9:59 min/km,00:36:05.323,9:30 min/km,00:19:42.263,9:34 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151250,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
