Pos,Race No,Name,Time,Finish,race_name,race_large_logo,race_category,runner_id,race_link
101,1095,Jaklyn Raharjo,01:09:48,01:09:48,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132207,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
102,2120,Adita Sari,01:09:55,01:09:55,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132670,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
103,2355,Erma Yustiyah,01:09:56,01:09:56,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132899,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
104,1015,Citra Kinan,01:10:01,01:10:01,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132132,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
105,1391,Ristie Tartini,01:10:02,01:10:02,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132308,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
106,1364,Ruby Karyadi,01:10:02,01:10:02,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132281,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
107,2298,Joanna Miranty,01:10:08,01:10:08,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132842,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
108,1589,Elizabeth Wulandari,01:10:08,01:10:08,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132496,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
109,1608,Tania Jocelynn,01:10:16,01:10:16,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132515,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
110,2019,Patricia Lina Lina,01:10:20,01:10:20,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132587,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
