Pos,Bib No,Name,Time,Gender,Gen Pos,CP 1 - KM 4.6,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,7870,MNC MEDIA 19,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173802,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7872,MNC MEDIA 21,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173804,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7873,MNC MEDIA 22,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173805,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7875,MNC MEDIA 24,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173807,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7876,MNC MEDIA 25,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173808,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7877,MNC MEDIA 26,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173809,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7878,MNC MEDIA 27,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173810,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7879,MNC MEDIA 28,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173811,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7881,MNC MEDIA 30,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173813,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7882,MNC MEDIA 31,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173814,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7884,MNC MEDIA 33,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173816,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7886,MNC MEDIA 35,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173818,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7887,MNC MEDIA 36,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173819,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7888,MNC MEDIA 37,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173820,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
