Pos,Bib No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
301,A10139,Edo Pradikta Adiwidjojo,06:03:58,06:03:24,Open,93,Male,264,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-28020,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
302,D40087,Reni Fatmawati,06:05:03,06:04:50,Closed,14,Female,38,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31629,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
303,A10167,Teguh Sugiarto,06:05:49,06:05:25,Open,94,Male,265,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-28048,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
304,C40311,Ade Kurniawan,06:06:09,06:06:06,Closed,97,Male,266,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31853,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
305,A10013,Hasan Wongso,06:06:27,06:05:54,Open,95,Male,267,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-27895,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
306,E40022,Eko Budi Setiawan,06:06:44,06:06:17,Master Closed,76,Male,268,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31564,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
307,E40040,Bagus M Adam,06:07:32,06:07:24,Master Closed,77,Male,269,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31582,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
308,A10080,Ricky Yanita Kurniawan,06:07:43,06:07:30,Open,96,Male,270,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-27961,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
309,D40233,Choirunnisa,06:07:43,06:07:30,Closed,15,Female,39,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31775,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
310,C40392,Joko Triono,06:08:13,06:07:55,Closed,98,Male,271,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31933,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
