Pos,Race No,Name,Time,Finish,race_name,race_large_logo,race_category,runner_id,race_link
551,2365,Anindia Rahmiwati,01:33:31,01:33:31,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132909,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
552,2036,Chairunisa Azizah,01:33:39,01:33:39,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132598,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
553,2468,Gayuh Laras,01:33:41,01:33:41,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132999,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
554,1547,Dyna Levinta,01:33:43,01:33:43,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132462,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
555,1561,Namira Noviar,01:33:43,01:33:43,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132474,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
556,2182,Viga Nasution,01:33:45,01:33:45,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132729,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
557,1533,Laila Munaf,01:33:46,01:33:46,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132448,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
558,1412,Airin Dewi,01:33:47,01:33:47,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132327,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
559,2302,Alissa Gianina,01:33:49,01:33:49,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132846,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
560,2104,Indriani Halima,01:33:53,01:33:53,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132654,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
561,1333,Michelle King,01:34:03,01:34:03,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132250,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
562,1517,Aysya Fakhira Tujuanto,01:34:05,01:34:05,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132432,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
563,2266,Cempaka Surakusumah,01:34:11,01:34:11,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132810,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
564,2428,Ina Ginarsih,01:34:11,01:34:11,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132965,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
565,2297,Riantika Rafni,01:34:13,01:34:13,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132841,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
566,1362,Yolatasha Dwirani Putri,01:34:17,01:34:17,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132279,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
567,1409,Yonatasha Putri,01:34:17,01:34:17,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132324,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
568,1099,Eka Rosani,01:34:20,01:34:20,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132211,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
569,1456,Ivena Damara,01:34:22,01:34:22,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132371,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
570,2425,Raya Jenie,01:34:23,01:34:23,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132962,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
571,2462,Cika Andy,01:34:23,01:34:23,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132993,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
572,2417,Maulina Fidy Widyaningrum,01:34:25,01:34:25,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132954,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
