Pos,Race No,Name,Time,Category,Cat Pos,Gender,Gen Pos,race_name,race_large_logo,race_category,runner_id,race_link
1,3083,HAMDAN SAYUTI,01:16:50,HM National,1,Male,1,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56190,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
2,3291,DIFTA I G UNBANU,01:16:51,HM National,2,Male,2,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56398,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
3,3363,RIDWAN RIDHO,01:18:58,HM National,3,Male,3,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56470,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
4,3360,JUMARDI JUMARDI,01:23:59,HM National,4,Male,4,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56467,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
5,3323,OLIVA SADI,01:29:05,HM National,1,Female,1,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56430,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
6,3099,NURHADIYANTO HERRY WIBOWO,01:29:05,HM National,5,Male,5,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56206,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
7,3247,MUHAMMAD JAYADI HAMKA,01:39:45,HM National,6,Male,6,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56354,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
8,3377,MOH FIRAQ,01:40:39,HM National,7,Male,7,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56484,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
9,3380,ANDI RAHMAT MANGGABARANI,01:40:49,HM National,8,Male,8,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56487,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
10,3154,MUHTADI SETYANTO,01:41:34,HM National,9,Male,9,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56261,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
11,3301,RISA WIJAYANTI,01:41:56,HM National,2,Female,2,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56408,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
12,3315,HARNITA HARNITA,01:44:37,HM National,3,Female,3,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56422,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
13,3397,JUNAIDI JUNAIDI,01:46:15,HM National,10,Male,10,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56504,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
14,3410,REZA YUZAR,01:49:15,HM National,11,Male,11,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56517,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
15,3024,MUHAMMAD ARFAH THALIB,01:49:24,HM National,12,Male,12,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56131,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
16,3251,MUHAMMAD FARAWANZAH,01:49:34,HM National,13,Male,13,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56358,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
17,3124,ZAINUDIN EFENDI,01:49:40,HM National,14,Male,14,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56231,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
18,3108,ILHAMUDDIN DJ SULEMAN,01:50:57,HM National,15,Male,15,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56215,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
19,3374,NUR HALIZA,01:52:22,HM National,4,Female,4,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56481,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
20,3220,AWAL RAMDANI,01:52:22,HM National,16,Male,16,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56327,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
21,3347,ABIDIN NUHUNG,01:54:28,HM National,17,Male,17,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56454,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
22,3032,SHERLING LISANGAN,01:54:34,HM National,5,Female,5,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56139,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
23,3415,DARWIS HARIS,01:57:42,HM National,18,Male,18,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56522,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
24,3240,ARMAN UMAR,01:58:31,HM National,19,Male,19,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56347,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
25,3306,MUHUHAMMAD SYARIFUDDIN,01:58:37,HM National,20,Male,20,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56413,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
26,3326,ABDUL MALIK,01:58:59,HM National,21,Male,21,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56433,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
27,3232,ZUL FIKAR,01:59:08,HM National,22,Male,22,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56339,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
28,3370,ZULKAIDAH ZULKAIDAH,02:01:41,HM National,23,Male,23,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56477,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
29,3364,SRI PURNAMAYANTI,02:01:48,HM National,6,Female,6,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56471,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
30,3097,TRY ELVIAN TANDISAU,02:02:47,HM National,24,Male,24,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56204,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
31,3402,M HASIR M HASIR,02:04:13,HM National,25,Male,25,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56509,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
32,3334,ANDRY FIRGIAWAN,02:05:31,HM National,26,Male,26,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56441,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
33,3005,HERU HARYADI,02:05:35,HM National,27,Male,27,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56112,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
34,3332,SURYADI SYARIF,02:05:53,HM National,28,Male,28,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56439,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
35,3169,DZIMAR RUSYDI BATHNI,02:06:22,HM National,29,Male,29,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56276,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
36,3407,FAISAL HAMSAH,02:08:38,HM National,30,Male,30,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56514,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
37,3094,RAPIUDDIN RAPIUDDIN,02:08:40,HM National,31,Male,31,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56201,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
38,3272,RAGUNG ISMAIL AKBAR,02:10:06,HM National,32,Male,32,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56379,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
39,3016,MUHAMMAD AKBAR,02:10:11,HM National,33,Male,33,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56123,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
40,3111,IRSAL NASSER,02:11:21,HM National,34,Male,34,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56218,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
41,3417,HIDAYAT RACHMAT,02:11:41,HM National,35,Male,35,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56524,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
42,3312,WAWAN NASRUL,02:11:46,HM National,36,Male,36,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56419,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
43,3091,MUHAMMAD PATEKKAI,02:12:03,HM National,37,Male,37,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56198,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
44,3365,RAFIUDDIN NURDIN,02:12:37,HM National,38,Male,38,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56472,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
45,3309,JEANE WAHYUDIN,02:12:46,HM National,39,Male,39,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56416,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
46,3031,ILHAM BAKRI,02:12:46,HM National,40,Male,40,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56138,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
47,3107,MUH AINUL ANSARI,02:14:14,HM National,41,Male,41,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56214,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
48,3276,BERTON GURNING,02:14:15,HM National,42,Male,42,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Half Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-2-56383,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
