Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Swim,Cycle,Run,race_name,race_large_logo,race_category,runner_id,race_link
1,K278,MUHAMMAD AHLUL FIRMAN,01:22:22,K (Men 16-31),1,Male,1,Indonesia,00:11:51,00:44:03,00:23:06,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-3-38951,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
2,K296,HARI ROHMAN,01:27:59,K (Men 16-31),2,Male,2,Indonesia,00:18:01,00:45:41,00:20:23,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-3-38969,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
3,N452,INGE PRASETYO,01:29:30,N (Women 32-37),1,Female,1,Indonesia,00:14:36,00:47:15,00:23:22,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-3-39125,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
4,K297,FEBRAM YULKHAIRIL,01:30:45,K (Men 16-31),3,Male,3,Indonesia,00:17:29,00:48:11,00:21:11,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-3-38970,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
5,Q411,JUHARDAN JUHARDAN,01:34:07,Q (Men 44-49),1,Male,4,Indonesia,00:18:02,00:48:44,00:22:46,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-3-39084,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
6,S434,COLIN WILBY,01:34:22,S (Men 50-100),1,Male,5,Indonesia,00:16:04,00:48:45,00:23:54,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-3-39107,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
7,506,BENI SASTRIYA BENI,01:34:53,K (Men 16-31),4,Male,6,Indonesia,00:17:34,00:46:34,00:25:53,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-3-39179,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
8,502,Rudianto T Rudi,01:34:57,M (Men 32-37),1,Male,7,Indonesia,00:17:16,00:50:13,00:23:02,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-3-39175,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
9,K282,RODRICK LUHUR LUHUR,01:35:01,K (Men 16-31),5,Male,8,Indonesia,00:11:19,00:52:53,00:26:52,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-3-38955,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
10,505,FENDRO TUHEMA TUHEMA,01:35:45,K (Men 16-31),6,Male,9,Indonesia,00:17:19,00:49:33,00:23:59,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-3-39178,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
