Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,KM 10,"KM 12,3",KM 15,"KM 16,9","KM 19,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
1,G23376,Joseph Mwangi Ngare,01:06:23,Top 3 Overall,1,Male,1,Kenya,00:00:01,00:15:34,00:15:28,00:08:26,00:07:26,00:06:21,00:08:04,00:05:00,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203382,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2,G24016,Charles Munyua Njoki,01:06:32,Top 3 Overall,2,Male,2,Kenya,00:00:01,00:15:33,00:15:21,00:08:24,00:07:37,00:06:19,00:08:05,00:05:08,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204021,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3,H23284,Nurshodiq,01:11:04,Top 3 Overall,3,Male,3,Indonesia,00:00:01,00:16:29,00:16:37,00:09:01,00:08:06,00:06:43,00:08:38,00:05:26,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203290,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4,H23865,Musa,01:12:25,National,1,Male,4,Indonesia,00:00:02,00:17:24,00:16:49,00:09:12,00:08:02,00:06:43,00:08:41,00:05:28,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203871,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
5,H24247,Khairullah,01:14:56,National,2,Male,5,Indonesia,00:00:01,00:17:26,00:17:26,00:09:21,00:08:02,00:07:15,00:09:27,00:05:55,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204252,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
6,H21868,Octovianus Erwin Beke,01:15:05,National,3,Male,6,Indonesia,00:00:01,00:17:25,00:17:13,00:09:32,00:08:30,00:07:08,00:09:19,00:05:53,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201874,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
7,H22450,Chandra Anugrah Pratama,01:17:05,National,4,Male,7,Indonesia,00:00:06,00:17:49,00:17:52,00:09:37,00:08:51,00:07:19,00:09:21,00:06:06,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202456,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
8,H21723,Mizan Zundulloh,01:20:29,National,5,Male,8,Indonesia,00:00:01,00:17:40,00:18:21,00:10:19,00:09:01,00:08:13,00:10:17,00:06:32,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201729,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
9,J23318,Alyce Jeptoo Koech,01:20:35,Top 3 Overall,1,Female,1,Kenya,00:00:00,00:18:14,00:18:28,00:10:33,00:08:45,00:08:08,00:10:10,00:06:14,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203324,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
10,H20370,6285729682682,01:22:06,National,6,Male,9,Indonesia,00:00:01,00:18:24,00:19:08,00:10:35,00:09:28,00:07:55,00:10:20,00:06:13,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200377,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
11,H23072,Muhammad Humam Nugraha,01:22:37,National,7,Male,10,Indonesia,00:00:01,00:18:21,00:19:12,00:10:39,00:08:58,00:08:18,00:10:26,00:06:37,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203078,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
12,H23360,Arif Hidayatullah,01:24:01,National,8,Male,11,Indonesia,00:00:01,00:17:47,00:20:09,00:09:55,00:08:58,00:07:31,00:13:39,00:05:59,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203366,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
13,H23391,Ramadhan Nur Akbar,01:28:06,National,9,Male,12,Indonesia,00:00:03,00:21:08,00:20:20,00:10:57,00:09:32,00:08:47,00:10:35,00:06:41,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203397,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
14,H23619,Jefrianggamaulana,01:28:11,National,10,Male,13,Indonesia,00:00:01,00:19:55,00:19:39,00:10:52,00:09:43,00:09:04,00:11:25,00:07:29,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203625,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
15,H21396,Giolding Hotma Limbong,01:29:33,National,11,Male,14,Indonesia,00:00:01,00:20:00,00:20:12,00:11:30,00:09:53,00:09:10,00:11:27,00:07:16,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201402,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
16,K22256,Sarfina Shela,01:30:07,Top 3 Overall,2,Female,2,Indonesia,00:00:01,00:21:02,00:20:36,00:11:24,00:10:10,00:08:41,00:11:09,00:07:01,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202262,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
17,H20455,Dicky Wiratama Prana Yoga,01:30:17,National,12,Male,15,Indonesia,00:00:12,00:20:27,00:20:21,00:11:25,00:10:13,00:08:42,00:11:29,00:07:25,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200462,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
18,K21920,Isania Tarigan,01:30:37,Top 3 Overall,3,Female,3,Indonesia,00:00:02,00:21:02,00:20:31,00:11:28,00:09:53,00:09:11,00:11:20,00:07:06,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201926,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
19,H24266,Badai Mahendra Giri,01:31:26,National,13,Male,16,Indonesia,00:00:01,00:20:28,00:20:38,00:11:18,00:09:51,00:09:18,00:12:20,00:07:29,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204271,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
