Pos,Race No,Name,Time,Gender,Gen Pos,Start,"Checkpoint 1 - Km 6,35","Checkpoint 2 - Km 9,4",Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
101,2354,Faisal,01:10:03,Male,77,00:01:00,00:41:43,00:22:50,00:04:27,6:53 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197363,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
102,2232,Meity Tamin,01:10:08,Female,18,00:00:07,00:41:05,00:23:20,00:05:33,6:54 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197241,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
103,2357,Briptu Komang,01:10:15,Male,78,00:01:09,00:41:36,00:22:52,00:04:37,6:54 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197366,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
104,2128,Muhammad Din Fachruddin,01:10:17,Male,79,00:00:36,00:42:50,00:22:27,00:04:23,6:55 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197137,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
105,2233,Miranty Batalipu,01:10:22,Female,19,00:00:01,00:41:54,00:23:56,00:04:29,6:55 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197242,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
106,2183,Dewa Made Dwi Artana,01:10:30,Male,80,00:00:11,00:44:49,00:21:21,00:04:08,6:56 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197192,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
107,2205,Harnif Raok,01:10:35,Male,81,00:00:10,00:41:32,00:23:58,00:04:54,6:56 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197214,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
108,2248,Muh Haikal,01:10:43,Male,82,00:00:02,00:43:53,00:22:28,00:04:18,6:57 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197257,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
109,2258,Muhammad Muizzul Islam,01:10:54,Male,83,00:00:09,00:41:34,00:24:15,00:04:55,6:58 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197267,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
110,2289,Rusdiansyah,01:10:56,Male,84,00:00:10,00:44:39,00:21:25,00:04:40,6:58 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197298,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
