Pos,Race No,Name,Time,Category,Cat Pos,Gender,CP1 - KM 1.5,CP2 - KM 7.6,Finish,race_name,race_large_logo,race_category,runner_id,race_link
601,1391,LEONARD SANTOSO,01:25:40.010,Master,118,Male,00:13:00.560,01:03:39.210,01:25:40.010,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223955,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
602,1560,DYAH KUSUMA WARDHANI,01:25:40.647,Master,55,Female,00:12:51.147,01:03:00.783,01:25:40.647,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224124,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
603,1557,M.Y. ASTI SUHARSI,01:25:43.050,Master,56,Female,00:11:12.597,01:02:50.373,01:25:43.050,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224121,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
604,1707,ANDRE GARCIA SISWANTO,01:25:44.083,Nasional,311,Male,00:11:16.857,01:01:42.773,01:25:44.083,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224271,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
605,1683,RISCO ADITYA ARIASA,01:25:45.347,Nasional,312,Male,00:09:17.903,01:00:34.287,01:25:45.347,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224247,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
606,1517,ARKHAM MAULAN,01:25:45.967,Nasional,313,Male,00:10:41.237,01:03:45.873,01:25:45.967,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224081,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
607,1981,DEWI PRATIWI,01:25:47.443,Master,57,Female,00:11:34.123,01:03:38.100,01:25:47.443,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224545,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
608,2022,AYU KUSUMA DEWI,01:25:47.493,Nasional,98,Female,00:12:25.660,01:03:38.500,01:25:47.493,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224586,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
609,1162,MUHAMAD YUSUF AGUNG PERMANA,01:25:52.057,Nasional,314,Male,00:12:09.447,01:03:03.093,01:25:52.057,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223726,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
610,1910,IRENE YULIATRI,01:25:54.860,Master,58,Female,00:10:43.017,01:03:41.373,01:25:54.860,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224474,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
