Pos,Race No,Name,Time,Gender,Gen Pos,Country,CP1 - KM,Finish,race_name,race_large_logo,race_category,runner_id,race_link
401,573,I Wayan Latra,01:04:31,Male,335,Indonesia,00:26:28,00:38:02,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186456,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
402,352,Jimmy Siregar,01:04:35,Male,336,Indonesia,00:28:16,00:35:28,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186236,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
403,408,Hendro Fransniko Situmeang,01:04:36,Male,337,Indonesia,00:28:08,00:35:22,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186291,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
404,735,Nur Habib,01:04:38,Male,338,Indonesia,00:28:34,00:34:47,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186618,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
405,48,Ignasius Agus Nugraha,01:04:47,Male,339,Indonesia,00:26:48,00:37:46,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-185936,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
406,333,Siti Rohani Tampubolon,01:04:50,Female,62,Indonesia,00:27:34,00:37:11,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186217,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
407,83,I Made Dwi Yoga Uthama,01:04:50,Male,340,Indonesia,00:28:17,00:36:14,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-185971,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
408,455,Heru Siswoyo,01:04:54,Male,341,Indonesia,00:27:28,00:36:51,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186338,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
409,445,Ni putu yudiartini,01:04:56,Female,63,Indonesia,00:27:33,00:35:47,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186328,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
410,387,Ketut Ngurah Bagaskara M,01:04:58,Male,342,Indonesia,00:28:15,00:36:08,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186270,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
411,767,Gladies Franciska Lendsay S,01:05:04,Female,64,Indonesia,00:26:52,00:37:36,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186650,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
412,73,Mustika Satria Cipta Kusuma,01:05:04,Male,343,Indonesia,00:27:21,00:37:35,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-185961,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
413,864,Tina Andayani,01:05:04,Female,65,Indonesia,00:26:42,00:37:05,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186747,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
414,182,I MADE EDI SEPTIAWAN,01:05:04,Male,344,Indonesia,00:27:50,00:36:59,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186070,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
415,862,Putu Budi Artha,01:05:04,Male,345,Indonesia,00:26:39,00:37:06,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186745,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
416,584,Erva,01:05:05,Female,66,Indonesia,00:28:08,00:36:46,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186467,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
