Pos,Bib No,Name,Net Time,Category,Net Cat Pos,Second Cat,Gender,Country,"CP1 - KM 39,56","CP2 - KM 60,15","CP3 - KM 65,45","CP4 - KM 78,57",Finish Split Time,race_name,race_large_logo,race_category,runner_id,race_link
101,647,Untung Hariman,04:14:51,M 18-34,47,,Male,Indonesia,01:06:10,00:33:22,00:24:08,00:30:30,01:40:38,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158116,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
102,305,Deddy Rahmadi Zuffi,04:14:56,M 35-39,27,,Male,Indonesia,01:02:58,00:32:05,00:29:16,00:30:35,01:39:59,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157774,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
103,400,Eduardy Eddin,04:14:59,M 18-34,48,,Male,Indonesia,01:07:29,00:33:22,00:26:03,00:25:37,01:42:26,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157869,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
104,722,Jaygan Fu Ponnudurai,04:16:13,M 35-39,28,,Male,Indonesia,01:10:28,00:36:18,00:26:32,00:27:30,01:35:24,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158191,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
105,870,Luwung Sindunata,04:16:37,W 18-34,5,,Female,Indonesia,01:10:42,00:36:31,00:27:14,00:27:36,01:34:32,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158339,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
106,707,Jodi Budi Prakoso,04:17:01,M 18-34,49,,Male,Indonesia,01:05:03,00:34:42,00:24:26,00:27:32,01:45:15,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158176,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
107,538,Andy Wijaya,04:17:19,M 40-44,13,,Male,Indonesia,01:06:56,00:35:19,00:27:36,00:27:54,01:39:32,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158007,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
108,833,Ricky Lionardi,04:17:28,M 40-44,14,,Male,Indonesia,01:08:35,00:34:56,00:26:44,00:29:04,01:38:08,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158302,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
109,418,Ramses Lawrenzo,04:17:35,M 18-34,50,,Male,Indonesia,01:06:06,00:33:46,00:29:15,00:30:55,01:37:31,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157887,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
110,518,Willy Sujatmadi,04:17:59,M 18-34,51,,Male,Indonesia,01:08:59,00:37:23,00:29:00,00:27:50,01:34:46,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157987,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
111,386,Andrew Yutaka,04:18:00,M 18-34,52,,Male,Indonesia,01:12:10,00:39:56,00:23:56,00:28:09,01:33:46,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157855,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
112,855,M Iman Karsa Diyana,04:18:04,M 18-34,53,,Male,Indonesia,01:05:01,00:31:11,00:25:41,00:25:37,01:50:31,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158324,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
