Pos,Bib No,Name,Net Time,Category,Net Cat Pos,Second Cat,Gender,Country,"CP1 - KM 39,56","CP2 - KM 60,15","CP3 - KM 65,45","CP4 - KM 78,57",Finish Split Time,race_name,race_large_logo,race_category,runner_id,race_link
113,543,Steven Yoswara,04:19:23,M 18-34,54,,Male,Indonesia,01:10:46,00:36:54,00:26:11,00:30:08,01:35:21,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158012,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
114,921,Hilda Novianti,04:19:36,W 40-44,2,,Female,Indonesia,01:10:47,00:36:13,00:29:04,00:27:45,01:35:46,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158390,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
115,451,Okky Yoswara,04:20:06,M 35-39,29,,Male,Indonesia,01:11:34,00:35:51,00:25:07,00:29:46,01:37:46,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157920,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
116,307,Hedy Wahyu,04:20:51,M 35-39,30,,Male,Indonesia,01:08:10,00:33:21,00:27:53,00:27:09,01:44:17,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157776,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
117,627,Gunadi Wono,04:21:41,M 35-39,31,,Male,Indonesia,01:08:27,00:34:10,00:30:21,00:28:37,01:40:04,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158096,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
118,601,Edy L Edy,04:22:10,M 18-34,55,,Male,Indonesia,01:05:50,00:34:53,00:27:51,00:29:59,01:43:36,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158070,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
119,358,Hidayat Rachmat,04:22:15,M 40-44,15,,Male,Indonesia,01:03:49,00:31:13,00:28:51,00:28:26,01:49:54,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157827,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
120,352,Andro Adiningrat,04:22:19,M 35-39,32,,Male,Indonesia,01:07:25,00:33:22,00:26:30,00:26:25,01:48:35,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157821,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
121,886,Achmad Sandy Hernanda,04:23:09,M 18-34,56,,Male,Indonesia,01:07:38,00:33:24,00:28:14,00:28:07,01:45:44,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158355,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
122,765,Evi Kim,04:23:34,W 45-49,2,,Female,Indonesia,01:07:41,00:33:21,00:30:40,00:28:12,01:43:40,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158234,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
123,890,Benny Yahya,04:24:01,M 60-64,1,,Male,Indonesia,01:08:18,00:34:09,00:31:33,00:27:57,01:42:03,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158359,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
124,702,Diondy Kusuma,04:25:09,M 18-34,57,,Male,Indonesia,01:04:35,00:31:53,00:30:48,00:25:52,01:51:59,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158171,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
125,426,Aninda Nusratina,04:25:16,W 18-34,6,,Female,Indonesia,01:05:51,00:33:24,00:28:15,00:27:44,01:50:00,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157895,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
126,841,Rifki Eka Saputra,04:25:17,M 40-44,16,,Male,Indonesia,01:03:02,00:34:04,00:28:52,00:28:18,01:50:58,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158310,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
127,813,Irwan Syahril,04:25:17,M 40-44,17,,Male,Indonesia,01:06:49,00:33:10,00:26:41,00:27:48,01:50:47,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158282,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
128,879,Nora Adnan,04:25:21,W 40-44,3,,Female,Indonesia,01:13:30,00:38:00,00:29:11,00:27:41,01:36:57,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158348,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
129,882,Shindu Ardiyanto,04:25:33,M 18-34,58,Youth Cat,Male,Indonesia,01:13:34,00:37:59,00:29:12,00:27:40,01:37:05,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158351,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
130,744,Wong Yong C,04:25:49,M 50-54,4,,Male,Indonesia,01:07:34,00:36:26,00:25:40,00:28:19,01:47:47,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158213,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
131,582,Adrianus Ardya Patriatama,04:25:53,M 18-34,59,,Male,Indonesia,01:07:07,00:33:17,00:23:03,00:25:24,01:57:01,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158051,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
132,616,Raushan Qhaumiy,04:26:03,M 18-34,60,,Male,Indonesia,01:03:28,00:31:14,00:33:28,00:27:02,01:50:49,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158085,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
133,809,Arya Bayu Aji,04:26:58,M 50-54,5,,Male,Indonesia,01:07:12,00:33:19,00:32:36,00:27:38,01:46:11,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158278,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
134,164,Melissa Isakh,04:27:18,W 18-34,7,,Female,Indonesia,01:12:13,00:36:56,00:29:30,00:29:03,01:39:35,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157757,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
135,893,Argo Wibowo,04:27:34,M 45-49,5,,Male,Indonesia,01:04:51,00:31:10,00:27:00,00:32:47,01:51:44,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158362,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
136,348,Edi Novijanto,04:27:59,M 50-54,6,,Male,Indonesia,01:12:31,00:38:00,00:28:36,00:28:16,01:40:34,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157817,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
137,743,Jacslin Lay,04:29:03,W 18-34,8,,Female,Indonesia,01:05:44,00:33:18,00:26:18,00:30:06,01:53:36,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158212,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
138,927,Sutisna Sutisna,04:29:39,M 45-49,6,,Male,Indonesia,01:07:44,00:36:03,00:37:26,00:30:57,01:37:27,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158395,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
139,696,Yudhistira Gularso,04:30:13,M 18-34,61,,Male,Indonesia,01:06:16,00:34:58,00:35:36,00:29:42,01:43:39,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158165,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
140,325,Ronald Simanjuntak,04:30:42,M 45-49,7,,Male,Indonesia,01:06:50,00:34:17,00:30:54,00:28:56,01:49:43,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157794,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
141,121,Saki Bramono,04:30:57,M 40-44,18,,Male,Indonesia,01:08:08,00:36:14,00:31:33,00:31:03,01:43:57,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157714,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
142,452,Andre Andre,04:31:12,M 35-39,33,,Male,Indonesia,01:11:44,00:35:50,00:26:34,00:33:15,01:43:47,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157921,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
143,415,Herbowo Aryo Widyaputro,04:31:13,M 18-34,62,,Male,Indonesia,01:05:48,00:33:24,00:28:19,00:27:39,01:56:01,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157884,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
144,302,Sastria Mangku,04:31:13,M 18-34,63,,Male,Indonesia,01:07:06,00:33:21,00:29:39,00:27:48,01:53:16,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157771,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
145,746,Muh Guntur,04:32:03,M 35-39,34,,Male,Indonesia,01:05:41,00:33:18,00:26:21,00:30:03,01:56:39,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158215,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
146,474,Christian Marcelly,04:32:10,M 18-34,64,,Male,Indonesia,01:10:55,00:35:48,00:28:01,00:28:58,01:48:25,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157943,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
147,719,Daurie Hartanto,04:32:29,M 18-34,65,,Male,Indonesia,01:06:12,00:33:17,00:31:53,00:32:02,01:49:03,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158188,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
148,944,Samuel Wirawibawa,04:33:54,M 45-49,8,,Male,Indonesia,01:09:16,00:36:35,00:25:31,00:32:09,01:50:21,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158411,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
149,107,Muhammad Furqaan,04:34:26,M 18-34,66,,Male,Indonesia,01:25:16,00:36:29,00:25:26,00:27:43,01:39:31,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157700,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
150,503,Budi Hartomo,04:34:38,M 35-39,35,,Male,Indonesia,01:10:14,00:44:57,00:27:58,00:31:54,01:39:32,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157972,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
