Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,KM 10,"KM 12,3",KM 15,"KM 16,9","KM 19,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
1301,H21960,Ginanjar Subekti,02:29:36,National,1066,Male,1076,Indonesia,00:02:00,00:37:39,00:33:40,00:18:22,00:16:08,00:13:26,00:17:31,00:10:47,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201966,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1302,H22234,Denyl Setiawan,02:29:37,National,1067,Male,1077,Indonesia,00:00:30,00:34:48,00:33:29,00:18:38,00:17:13,00:15:04,00:19:08,00:10:44,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202240,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1303,H24279,Wahyu Dwi Prasetiyo,02:29:38,National,1068,Male,1078,Indonesia,00:00:51,00:32:28,00:31:18,00:17:51,00:16:03,00:15:23,00:22:08,00:13:32,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204284,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1304,H21653,Oktavianus7010,02:29:38,National,1069,Male,1079,Indonesia,00:01:02,00:32:24,00:32:14,00:18:37,00:17:29,00:17:12,00:19:43,00:10:52,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201659,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1305,H24267,Muhammad Al Farizki,02:29:39,National,1070,Male,1080,Indonesia,00:00:43,00:32:29,00:33:35,00:17:29,00:15:54,00:16:00,00:20:36,00:12:49,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204272,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1306,K23516,Wieke Yuni Christina,02:29:40,National,217,Female,226,Indonesia,00:03:00,00:34:56,00:32:52,00:18:12,00:16:32,00:14:14,00:18:59,00:10:51,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203522,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1307,K22344,Jatipuji Andawuri,02:29:41,National,218,Female,227,Indonesia,00:02:04,00:33:57,00:32:39,00:18:27,00:17:08,00:14:54,00:19:05,00:11:24,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202350,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1308,K23913,Halla Ima Pertiwi,02:29:43,National,219,Female,228,Indonesia,00:01:29,00:32:23,00:31:41,00:18:42,00:17:00,00:16:56,00:19:50,00:11:37,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203919,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1309,H21371,Hartonohandoyo00,02:29:44,National,1071,Male,1081,Indonesia,00:01:07,00:31:52,00:31:45,00:18:11,00:17:12,00:14:16,00:23:43,00:11:33,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201377,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1310,H20648,Joshua Dodo Winarta,02:29:45,National,1072,Male,1082,Indonesia,00:00:42,00:31:09,00:31:25,00:19:39,00:17:13,00:15:27,00:21:52,00:12:15,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200654,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1311,H20655,Budi Untoro,02:29:45,National,1073,Male,1083,Indonesia,00:00:41,00:31:10,00:31:07,00:20:12,00:17:42,00:15:43,00:21:41,00:11:25,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200661,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1312,H22543,Irfan Basalamah,02:29:45,National,1074,Male,1084,Indonesia,00:03:53,00:36:55,00:33:58,00:18:09,00:16:00,00:13:32,00:17:18,00:09:57,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202549,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1313,H22105,Abdul Aziz S Pd,02:29:46,National,1075,Male,1085,Indonesia,00:01:50,00:32:08,00:29:57,00:20:31,00:16:35,00:16:02,00:21:52,00:10:48,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202111,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1314,K22472,Evie Lidia,02:29:47,National,220,Female,229,Indonesia,00:00:17,00:35:24,00:34:04,00:18:51,00:15:51,00:14:39,00:19:47,00:10:49,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202478,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1315,K22292,Nurfikha Handayani,02:29:47,National,221,Female,230,Indonesia,00:02:18,00:33:43,00:32:35,00:19:18,00:16:12,00:15:40,00:19:08,00:10:50,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202298,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1316,K20734,Dina Mayrika S Putri,02:29:49,National,222,Female,231,Indonesia,00:01:37,00:32:02,00:32:50,00:19:36,00:17:15,00:15:19,00:20:09,00:10:58,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200740,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1317,H21847,Nugroho,02:29:50,National,1076,Male,1086,Indonesia,00:03:26,00:33:41,00:31:43,00:18:16,00:16:42,00:14:42,00:19:59,00:11:17,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201853,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1318,H22696,Andiva Satrio Rinaldi,02:29:50,National,1077,Male,1087,Indonesia,00:03:07,00:34:06,00:31:42,00:18:33,00:15:39,00:15:42,00:20:00,00:10:58,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202702,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1319,H21082,Hery Yahya,02:29:50,National,1078,Male,1088,Indonesia,00:00:26,00:34:59,00:33:18,00:19:20,00:15:40,00:14:46,00:20:11,00:11:07,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201088,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1320,H24303,Muhamad Dwi Indrayana,02:29:51,National,1079,Male,1089,Indonesia,00:03:10,00:34:57,00:34:06,00:17:57,00:16:16,00:14:39,00:17:47,00:10:56,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204308,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1321,H21417,Ken Harry,02:29:51,National,1080,Male,1090,Indonesia,00:00:08,00:31:51,00:30:52,00:17:08,00:17:08,00:20:39,00:21:07,00:10:53,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201423,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1322,H22467,Agus Sulistyono,02:29:51,National,1081,Male,1091,Indonesia,00:01:37,00:33:02,00:31:29,00:17:21,00:15:19,00:16:35,00:22:56,00:11:30,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202473,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1323,H20596,Miftahusyifa Ahda,02:29:52,National,1082,Male,1092,Indonesia,00:05:14,00:35:04,00:32:25,00:18:19,00:15:00,00:14:08,00:18:27,00:11:12,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200602,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1324,H22746,Akbar Zakaria,02:29:53,National,1083,Male,1093,Indonesia,00:05:09,00:37:21,00:31:37,00:17:28,00:15:40,00:13:34,00:17:39,00:11:21,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202752,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1325,H22643,Arif Eko Susanto,02:29:54,National,1084,Male,1094,Indonesia,00:01:16,00:33:02,00:32:21,00:19:11,00:16:39,00:15:46,00:20:09,00:11:27,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202649,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1326,K20076,Pricilia Puspita Dewi,02:29:58,National,223,Female,232,Indonesia,00:02:04,00:34:15,00:33:22,00:18:33,00:16:43,00:14:27,00:19:02,00:11:28,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200083,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1327,H23087,Hariman Chalid,02:29:58,National,1085,Male,1095,Indonesia,00:02:09,00:32:07,00:31:07,00:17:56,00:15:20,00:14:44,00:21:43,00:14:47,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203093,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1328,H22035,Muhamad Fitri Fauzi,02:29:59,National,1086,Male,1096,Indonesia,00:01:40,00:31:58,00:29:43,00:20:47,00:15:25,00:14:01,00:26:29,00:09:52,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202041,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1329,H21688,Andreas Wijaya,02:29:59,National,1087,Male,1097,Indonesia,00:04:24,00:33:06,00:33:06,00:18:10,00:15:11,00:14:31,00:19:24,00:12:03,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201694,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1330,H24085,Hendri Winoto Hasan,02:30:00,National,1088,Male,1098,Indonesia,00:01:21,00:32:40,00:31:18,00:17:44,00:17:49,00:17:15,00:20:17,00:11:32,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204090,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
