Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,CP 1 - KM 4,Pace,CP 2 - KM 8,Pace,Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
201,P5193,PACER INDIRA DIANTI,01:09:42.893,Pacer,2,Female,24,00:26:37.707,6:42 min/km,00:26:13.620,6:37 min/km,00:16:39.113,6:58 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-152167,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
202,M5192,PACER ADITYO WIBISONO,01:09:42.923,Pacer,3,Male,173,00:26:39.557,6:42 min/km,00:26:14.260,6:38 min/km,00:16:38.363,6:58 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-152166,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
203,M5191,PACER ZULFA NUR AFIFI,01:09:43.030,Pacer,4,Male,174,00:26:38.757,6:42 min/km,00:26:13.183,6:37 min/km,00:16:39.337,6:58 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-152165,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
204,M5170,SUBANI,01:09:44.137,NATIONAL,165,Male,175,00:26:12.403,6:35 min/km,00:27:49.973,6:46 min/km,00:15:33.700,6:58 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-152035,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
205,M4015,ARIA RACHMAN,01:09:48.923,NATIONAL,166,Male,176,00:26:54.323,7:07 min/km,00:26:18.453,6:51 min/km,00:14:58.780,6:58 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-150880,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
206,5321,10K MANDIRI 1,01:09:54.937,Top 3 10K National,3,Unknown,6,00:26:11.247,6:51 min/km,00:26:20.783,6:43 min/km,00:16:09.283,6:59 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-152186,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
207,M4589,NAFI ACHMAD SENTAUSA,01:10:02.617,NATIONAL,167,Male,177,00:25:00.243,6:32 min/km,00:29:52.653,7:00 min/km,00:14:00.783,7:00 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151454,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
208,M4602,SUPRIYADI SUPRIYADI,01:10:03.037,NATIONAL,168,Male,178,00:28:23.727,7:36 min/km,00:25:40.783,7:01 min/km,00:13:54.830,7:00 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151467,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
209,M4378,NUGROHO ADI SAPUTRO,01:10:06.843,NATIONAL,169,Male,179,00:30:22.820,8:03 min/km,00:25:06.327,7:09 min/km,00:12:48.160,7:00 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151243,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
210,M4799,FAJAR NURFITRANTO,01:10:09.470,NATIONAL,170,Male,180,00:28:16.550,7:05 min/km,00:26:52.407,6:54 min/km,00:14:56.290,7:00 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151664,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
