Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,CP 1 - Km 2,CP 2 - Km 6,Finish,race_name,race_large_logo,race_category,runner_id,race_link
951,E2333,Fakhdian Pamungkas,01:17:01,National,582,Male,736,Indonesia,00:01:10,00:13:18,00:29:34,00:32:57,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210198,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
952,G3691,Amerikanuddin Zulkifli,01:17:03,Master,142,Male,737,Indonesia,00:00:03,00:14:52,00:28:30,00:33:36,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211551,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
953,E3323,Robby Hakim,01:17:03,National,583,Male,738,Indonesia,00:01:00,00:15:32,00:28:20,00:32:08,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211183,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
954,E2607,Andrey Lunardy,01:17:05,National,584,Male,739,Indonesia,00:01:24,00:14:13,00:28:09,00:33:19,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210472,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
955,F3621,Prawitari Ricsanti,01:17:06,National,115,Female,176,Indonesia,00:00:08,00:13:41,00:29:16,00:33:59,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211481,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
956,E3300,Rio Farhan,01:17:08,National,585,Male,740,Indonesia,00:01:51,00:13:00,00:29:23,00:32:52,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211160,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
957,F3021,Devina Sandriati,01:17:09,National,116,Female,177,Indonesia,00:01:37,00:15:11,00:28:25,00:31:54,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210881,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
958,4344,UTARI ASMELIA,01:17:10,National,117,Female,178,Indonesia,00:01:21,00:14:12,00:29:34,00:32:01,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-212204,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
959,E2570,Faizal Hamzah,01:17:11,National,586,Male,741,Indonesia,00:01:19,00:12:45,00:29:28,00:33:38,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210435,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
960,E4137,Irvan Rudiant,01:17:12,National,587,Male,742,Indonesia,00:01:29,00:13:06,00:28:09,00:34:27,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211997,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
961,F2825,Alwina M Putri,01:17:12,National,118,Female,179,Indonesia,00:01:03,00:14:26,00:28:37,00:33:04,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210685,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
962,E3246,Bambang Tri Sutresno,01:17:12,National,588,Male,743,Indonesia,00:00:48,00:14:37,00:29:20,00:32:26,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211106,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
963,G3492,Adam Rondonuwu,01:17:12,Master,143,Male,744,Indonesia,00:00:39,00:15:27,00:29:56,00:31:10,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211352,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
964,E2471,Adityadika M K,01:17:13,National,589,Male,745,Indonesia,00:00:55,00:13:56,00:29:54,00:32:26,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210336,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
965,E4046,Yudhi Juliardiyanto Nugroho,01:17:17,National,590,Male,746,Indonesia,00:04:52,00:13:37,00:29:08,00:29:38,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211906,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
966,E4008,Rachmawan Primadya Setyawan,01:17:17,National,591,Male,747,Indonesia,00:01:22,00:14:45,00:28:49,00:32:19,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211868,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
967,F3430,Reyhan Janitra,01:17:18,National,119,Female,180,Indonesia,00:00:49,00:14:27,00:28:10,00:33:50,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211290,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
968,E3873,Ari Gustian,01:17:18,National,592,Male,748,Indonesia,00:01:54,00:16:29,00:28:49,00:30:05,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211733,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
969,G3853,Laidy Budiman,01:17:21,Master,144,Male,749,Indonesia,00:01:37,00:15:55,00:29:42,00:30:05,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211713,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
970,H3849,Casny Caroline,01:17:21,Master,49,Female,181,Indonesia,00:01:36,00:15:57,00:29:42,00:30:05,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211709,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
971,E3437,Christoper Rinaldi,01:17:22,National,593,Male,750,Indonesia,00:01:11,00:13:52,00:30:05,00:32:13,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211297,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
972,E2610,Ryan Damara Putra,01:17:23,National,594,Male,751,Indonesia,00:00:16,00:13:06,00:29:46,00:34:14,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210475,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
973,E2441,Aji Yasin,01:17:24,National,595,Male,752,Indonesia,00:00:33,00:14:56,00:28:35,00:33:18,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210306,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
974,E3134,Gusti Made,01:17:25,National,596,Male,753,Indonesia,00:02:13,00:15:20,00:28:33,00:31:17,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210994,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
975,H3463,Tammy Olivia,01:17:26,Master,50,Female,182,Indonesia,00:00:38,00:15:28,00:29:58,00:31:21,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211323,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
976,G2214,Arie Kusmayadi,01:17:27,Master,145,Male,754,Indonesia,00:02:08,00:14:32,00:28:40,00:32:05,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210079,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
977,F2120,Dyana Yurico,01:17:28,National,120,Female,183,Indonesia,00:00:59,00:13:35,00:29:31,00:33:22,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-209985,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
978,E3513,Muhamad Mirwan Islamy,01:17:30,National,597,Male,755,Indonesia,00:01:49,00:14:24,00:26:50,00:34:25,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211373,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
979,E2514,Muhammad Wahyudi,01:17:31,National,598,Male,756,Indonesia,00:01:32,00:15:54,00:28:19,00:31:44,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210379,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
980,G3379,Jimmy Aritonang,01:17:31,Master,146,Male,757,Indonesia,00:02:02,00:15:26,00:28:51,00:31:10,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211239,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
981,F3202,Martiana Kartika Dewi,01:17:32,National,121,Female,184,Indonesia,00:01:32,00:15:56,00:28:13,00:31:50,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211062,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
982,F2136,Kresna Nurdianto,01:17:33,National,122,Female,185,Indonesia,00:01:54,00:15:33,00:29:00,00:31:03,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210001,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
983,E3500,Atanasius Sindhu Adi Pradana,01:17:34,National,599,Male,758,Indonesia,00:01:48,00:12:20,00:27:54,00:35:31,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211360,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
984,E3916,Ignatius Ronny Yahya,01:17:34,National,600,Male,759,Indonesia,00:01:27,00:13:46,00:29:34,00:32:47,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211776,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
985,E3248,Rodhi Pranoto,01:17:40,National,601,Male,760,Indonesia,00:02:35,00:13:32,00:28:22,00:33:10,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211108,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
986,G3896,Gathut Wicaksono,01:17:42,Master,147,Male,761,Indonesia,00:01:20,00:13:44,00:28:45,00:33:52,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211756,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
987,E3665,Lois David Ginting,01:17:43,National,602,Male,762,Indonesia,00:01:41,00:14:54,00:29:07,00:31:59,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211525,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
988,E4136,Muhammad Rizki Hardiyanto,01:17:44,National,603,Male,763,Indonesia,00:01:17,00:15:41,00:28:35,00:32:10,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211996,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
