Pos,Race No,Name,Time,Gender,Gen Pos,Laps,Fastest Lap,Slowest Lap,Average Lap,race_name,race_large_logo,race_category,runner_id,race_link
251,2030,I WAYAN MAHENDRA,01:46:22,Male,212,6,00:16:35,00:18:55,00:17:43,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-2-40618,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
252,2330,KADEK AGUS JULIARTHA,01:47:01,Male,213,6,00:15:10,00:20:08,00:17:50,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-2-40918,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
253,2338,NYOMAN WARDIANA,01:47:03,Male,214,6,00:15:34,00:21:57,00:17:50,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-2-40926,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
254,2279,WAYAN PREMA PAWITRA,01:47:12,Male,215,6,00:16:18,00:19:29,00:17:52,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-2-40867,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
255,2280,AGUS MERTHAYASA UTAMA,01:47:14,Male,216,6,00:16:18,00:19:28,00:17:52,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-2-40868,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
256,2107,CHRISTINA AGUNG INTAN,01:47:16,Female,40,6,00:16:13,00:21:43,00:17:52,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-2-40695,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
257,2282,JEFF VERNANDO,01:47:26,Male,217,6,00:14:10,00:21:00,00:17:54,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-2-40870,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
258,2033,OTTO RIVANTO,01:47:32,Male,218,6,00:17:17,00:18:49,00:17:55,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-2-40621,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
259,201,I GEDE SUBANA ARTA,01:47:32,Male,219,6,00:17:17,00:18:49,00:17:55,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-2-40549,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
260,2424,RIKO HALIM,01:47:33,Male,220,6,00:17:23,00:19:44,00:17:55,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-2-41012,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
261,2041,GIRI SUJANA,01:47:33,Male,221,6,00:16:11,00:19:00,00:17:55,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-2-40629,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
