Fav,Pos,Bib No,Name,Time,Gender,Gen Pos,Start,CP 1 - KM 5,CP 2 - KM 10,"CP 3 - KM 12,8",CP 4 - KM 15,"CP 5 - KM 19,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
,801,M12361,Benny Tasman Permana,02:25:10,Male,669,00:01:24,00:34:56,00:32:04,00:19:25,00:13:45,00:32:22,00:11:12,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164194,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,802,M12865,M Faisal Reza Effendi,02:25:13,Male,670,00:02:57,00:35:08,00:31:17,00:19:59,00:13:56,00:30:56,00:10:56,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164696,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,803,M11055,R Koeshardijanto,02:25:14,Male,671,00:02:17,00:35:19,00:32:08,00:19:14,00:13:30,00:31:11,00:11:32,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162897,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,804,M12024,Fransiscus Iwan,02:25:15,Male,672,00:02:41,00:36:00,00:32:27,00:19:04,00:13:32,00:30:21,00:11:06,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163858,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,805,M10727,Iwan Hermawan,02:25:16,Male,673,00:03:01,00:36:15,00:33:00,00:19:14,00:13:54,00:29:47,00:10:02,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162572,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,806,M11191,Jeniagusliono Sugi Selamet,02:25:16,Male,674,00:00:28,00:33:53,00:31:04,00:19:04,00:13:34,00:33:29,00:13:41,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163032,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,807,M12282,Laili Annas Sholikhan,02:25:19,Male,675,00:03:56,00:36:02,00:30:55,00:18:53,00:13:46,00:31:06,00:10:38,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164116,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,808,M12203,Murjito,02:25:19,Male,676,00:01:30,00:30:13,00:30:55,00:19:39,00:15:00,00:36:18,00:11:43,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164037,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,809,M11054,Priyo Hartono,02:25:19,Male,677,00:01:23,00:36:55,00:33:11,00:19:43,00:14:19,00:30:08,00:09:38,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162896,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,810,M11617,Orizanov Mahisa,02:25:22,Male,678,00:02:37,00:36:13,00:33:36,00:19:40,00:13:31,00:30:01,00:09:42,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163456,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
