Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,KM 10,KM 15,KM 18,"KM 21,1",KM 25,KM 30,KM 35,"KM 40,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
51,7,MUHAMMAD ADY SAPUTRA,03:29:51,National,25,Male,43,Indonesia,00:00:01,00:18:02,00:17:59,00:18:26,00:11:03,00:11:29,00:14:56,,,,03:29:51,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-208964,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
52,B10889,Nursa Nando Givana,03:31:17,National,26,Male,44,Indonesia,00:00:05,00:24:35,00:24:12,00:24:41,00:14:53,00:15:20,00:19:40,00:25:14,00:25:42,00:28:51,00:07:58,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199195,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
53,C11138,Adi Agusman,03:32:07,Master,10,Male,45,Indonesia,00:00:03,00:22:37,00:21:35,00:23:12,00:14:29,00:14:15,00:18:29,00:28:36,00:28:16,00:32:10,00:08:19,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199444,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
54,B11569,Fiersa Aulya Sannahurrachman,03:32:21,National,27,Male,46,Indonesia,00:00:50,00:38:25,00:43:58,00:48:42,00:37:40,,,,,03:19:36,00:12:44,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199875,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
55,B11694,ClÚment Thomas,03:32:52,National,28,Male,47,Indonesia,00:01:58,00:20:15,00:21:56,00:22:46,00:13:37,00:14:01,00:19:44,00:25:20,00:29:41,00:34:59,00:08:32,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-200000,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
56,C10006,Rusmin,03:34:12,Master,11,Male,48,Indonesia,00:00:02,00:23:08,00:22:11,00:23:20,00:13:30,00:14:07,00:18:06,00:24:07,00:25:36,00:39:40,00:10:20,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198312,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
57,59,DESI KRISTIANI,03:34:33,Top 5 National,4,Female,9,Indonesia,00:00:02,00:23:12,00:22:45,00:23:25,00:14:57,00:16:31,00:21:28,00:29:37,00:26:17,00:28:14,00:07:59,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-208989,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
58,C10053,Bangun Allo,03:34:46,Master,12,Male,49,Indonesia,00:00:03,00:26:10,00:24:36,00:24:22,00:14:41,00:15:15,00:19:14,00:24:55,00:26:05,00:31:25,00:07:55,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198359,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
59,B11106,Herdafi Rizki Zamzami,03:35:20,National,29,Male,50,Indonesia,00:00:04,00:25:10,00:23:56,00:24:35,00:14:46,00:15:00,00:18:49,00:25:51,00:28:01,00:30:30,00:08:33,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199412,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
60,C10569,Kisbandono,03:36:10,Master,13,Male,51,Indonesia,00:00:16,00:25:01,00:24:25,00:25:16,00:15:16,00:15:52,00:19:24,00:25:22,00:27:01,00:29:25,00:08:48,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198875,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
