Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,CP 1 - KM 8,"CP 2 - KM 14,7","CP 3 - KM 19,2",Finish,race_name,race_large_logo,race_category,runner_id,race_link
,399,HM 23,Not started,National,,Unknown,,,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,Half marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-1-4952,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,400,HM 24,Not started,National,,Unknown,,,,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,Half marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-1-4953,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,B13,Julius Andre,Started,National,,Male,,Indonesia,00:00:06,00:50:32,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,Half marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-1-4566,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,B182,Robby Hartanto Setiawan,Started,National,,Male,,Indonesia,00:00:00,00:45:39,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,Half marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-1-4735,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,B184,Muhammad Ady Saputra,Started,National,,Male,,Indonesia,00:00:00,,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,Half marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-1-4737,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,C252,Arif Prasetyo Utomo,Started,Master 40,,Male,,Indonesia,,01:31:10,,,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,Half marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-1-4805,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,E306,Norma Yuniar,Started,National,,Female,,Indonesia,00:00:18,01:14:33,01:12:47,00:34:45,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,Half marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-1-4859,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
,397,HM 21,Started,National,,Unknown,,,,,,01:41:22,,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,Half marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-1-4950,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
