Pos,Bib No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
451,J50559,Gio Ovanny Pratama,02:37:29,02:36:49,Closed,246,Male,395,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32911,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
452,G20347,Ashil Bischa Muhammad,02:37:32,02:36:38,Open,150,Male,396,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28769,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
453,G20507,Guntur Anugrah Samudera,02:37:35,02:37:15,Open,151,Male,397,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28929,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
454,G20293,Indra Herwanto,02:37:40,02:37:15,Open,152,Male,398,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28715,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
455,G20390,Agus Prasetyo,02:37:56,02:37:54,Open,153,Male,399,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28812,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
456,J50306,Yohan Aditya,02:38:02,02:37:27,Closed,247,Male,400,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32658,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
457,G20002,Hervian Setyo Nugroho,02:38:03,02:37:42,Open,154,Male,401,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28424,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
458,J50821,Dibet Dineri,02:38:05,02:38:02,Closed,248,Male,402,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-33173,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
459,G20543,Daniel Ngantung,02:38:09,02:37:45,Open,155,Male,403,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28965,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
460,G20152,Aditya Bagasworo,02:38:22,02:38:09,Open,156,Male,404,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28574,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
461,G20180,Luthfi Ghafari,02:38:24,02:37:39,Open,157,Male,405,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28602,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
462,J50128,Gabriele Hangga Purnama,02:38:26,02:37:59,Closed,249,Male,406,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32480,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
463,J50240,Y Sri Seto Parasih,02:38:31,02:37:58,Closed,250,Male,407,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32592,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
464,J50083,Hardianto Prastyawan,02:38:36,02:38:09,Closed,251,Male,408,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32435,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
465,G20422,Ferry Yunata Purnomo,02:38:38,02:38:19,Open,158,Male,409,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28844,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
466,J50799,Pramana Hadinata Tanujaya,02:39:11,02:37:53,Closed,252,Male,410,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-33151,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
