Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,CP 1 - KM 6,CP 2 - KM 9.41,CP 3 - KM 17.22,Finish,race_name,race_large_logo,race_category,runner_id,race_link
801,C1499,Irfan Bagus Naufal,02:10:02,NATIONAL,467,Male,718,Indonesia,00:37:38,00:18:24,00:45:44,00:25:30,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180449,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
802,C1255,Ariamson Saragih Munthe,02:10:05,NATIONAL,468,Male,719,Indonesia,00:38:53,00:19:36,00:46:14,00:23:12,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180205,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
803,C4881,Christian Jonathan Hadipraja,02:10:06,HIMBARA,11,Male,720,Indonesia,00:34:22,00:20:09,00:48:44,00:25:50,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-183830,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
804,C4073,Shendi Wijaya,02:10:09,NATIONAL,469,Male,721,Indonesia,00:37:49,00:19:37,00:44:38,00:25:19,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-183022,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
805,E1208,Teguh Handoyo,02:10:09,NATIONAL MASTER,173,Male,722,Indonesia,00:38:23,00:18:56,00:44:43,00:24:25,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180158,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
806,D1709,Shintya Wulandary,02:10:12,NATIONAL,38,Female,84,Indonesia,00:34:36,00:20:11,00:49:09,00:25:54,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180659,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
807,E1142,AGUSTINUS SUCIPTO,02:10:16,NATIONAL MASTER,174,Male,723,Indonesia,00:38:51,00:18:26,00:45:10,00:23:57,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180092,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
808,C2608,BAYU TRI PAMUNGKAS,02:10:16,NATIONAL,470,Male,724,Indonesia,00:34:21,00:19:35,00:45:57,00:27:11,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-181557,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
809,C2397,Muhammad Ruslan,02:10:24,NATIONAL,471,Male,725,Indonesia,00:33:41,00:20:57,00:49:31,00:26:03,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-181346,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
810,E3543,Samsudin,02:10:25,NATIONAL MASTER,175,Male,726,Indonesia,00:40:25,00:19:34,00:44:15,00:24:12,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-182492,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
811,E4036,Jerry Legoh,02:10:25,NATIONAL MASTER,176,Male,727,Indonesia,00:40:22,00:19:36,00:44:13,00:24:12,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-182985,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
812,E1711,Umar D,02:10:33,NATIONAL MASTER,177,Male,728,Indonesia,00:33:32,00:19:13,00:49:09,00:26:53,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180661,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
813,C4605,Pendi editiya,02:10:36,NATIONAL,472,Male,729,Indonesia,00:29:13,00:19:36,00:54:03,00:25:57,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-183554,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
814,E1335,Jaja Fajarudin,02:10:43,NATIONAL MASTER,178,Male,730,Indonesia,00:34:00,00:19:53,00:47:11,00:26:13,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180285,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
815,C1748,Bima Rizky Ahimsa,02:10:44,NATIONAL,473,Male,731,Indonesia,00:33:29,00:18:55,00:49:09,00:28:53,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180698,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
816,C3023,Hamdi,02:10:46,NATIONAL,474,Male,732,Indonesia,00:39:52,00:20:42,00:44:29,00:22:53,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-181972,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
817,E4044,theodorus surya jaya,02:10:46,NATIONAL MASTER,179,Male,733,Indonesia,00:38:34,00:20:49,00:47:08,00:22:30,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-182993,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
818,E5049,Togar PL Pangaribuan,02:10:47,NATIONAL MASTER,180,Male,734,Indonesia,00:36:48,00:19:49,00:47:17,00:25:19,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-183998,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
819,C3899,Tondi Marulizar,02:10:48,NATIONAL,475,Male,735,Indonesia,00:34:32,00:20:00,00:47:45,00:27:02,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-182848,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
820,C2929,Muhammad Al Farizki,02:10:51,NATIONAL,476,Male,736,Indonesia,00:36:00,00:19:25,00:48:33,00:26:38,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-181878,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
821,C4327,Tri Irawan,02:10:52,NATIONAL,477,Male,737,Indonesia,00:34:55,00:17:53,00:49:39,00:27:39,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-183276,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
822,E1579,SURADI,02:10:52,NATIONAL MASTER,181,Male,738,Indonesia,00:32:54,00:20:37,00:50:49,00:26:24,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180529,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
