Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,CP 1 - KM 4,Pace,CP 2 - KM 8,Pace,Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
451,M4815,MOCH SANI SALAM,01:20:44.530,NATIONAL,345,Male,356,00:31:15.363,8:02 min/km,00:31:32.130,7:57 min/km,00:17:03.397,8:04 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151680,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
452,M4372,TRI MURCAHYO,01:20:45.243,NATIONAL,346,Male,357,00:30:07.047,7:51 min/km,00:32:26.523,7:58 min/km,00:16:54.080,8:04 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151237,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
453,M4876,INDHARTA HARVIANSYAH,01:20:45.853,NATIONAL,347,Male,358,00:30:45.577,7:57 min/km,00:30:52.437,7:50 min/km,00:18:02.690,8:04 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151741,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
454,M4136,ANGGER MUNARTO JATI,01:20:47.453,NATIONAL,348,Male,359,00:30:26.133,8:04 min/km,00:30:53.897,7:54 min/km,00:17:35.430,8:04 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151001,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
455,M5303,ANANDA GILANG,01:20:52.593,NATIONAL,349,Male,360,00:32:47.987,8:27 min/km,00:29:55.223,7:58 min/km,00:17:06.813,8:05 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-152159,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
456,M4086,GUSTAMI YOGASARA,01:20:53.823,NATIONAL,350,Male,361,00:31:57.017,8:09 min/km,00:30:45.540,7:55 min/km,00:17:29.797,8:05 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-150951,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
457,M4309,DHINA KHARISMA HARI WIBOWO,01:20:53.823,NATIONAL,351,Male,362,00:33:51.933,8:27 min/km,00:29:53.790,7:58 min/km,00:17:08.100,8:05 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151174,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
458,M5110,PATRIA ARIF BIJAKSANA,01:20:54.010,NATIONAL,352,Male,363,00:30:44.403,7:59 min/km,00:32:07.497,8:00 min/km,00:16:49.227,8:05 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151975,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
459,M4347,IMAM SENEWE,01:20:57.017,NATIONAL,353,Male,364,00:31:20.277,7:52 min/km,00:31:37.537,7:53 min/km,00:17:50.737,8:05 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151212,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
460,M4923,OSHI ISBANI,01:20:57.743,NATIONAL,354,Male,365,00:31:15.337,7:52 min/km,00:32:03.903,7:56 min/km,00:17:23.697,8:05 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151788,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
461,M4445,SUJONO NURSALIM,01:21:00.313,NATIONAL,355,Male,366,00:32:56.493,8:46 min/km,00:30:03.663,8:08 min/km,00:15:50.557,8:06 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151310,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
462,L4472,YANG YANG,01:21:01.053,OPEN,1,Male,367,00:32:54.730,8:45 min/km,00:30:04.917,8:08 min/km,00:15:52.357,8:06 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151337,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
463,M4149,DANANG SETIA BUDI,01:21:02.447,NATIONAL,356,Male,368,00:29:40.473,7:56 min/km,00:32:13.477,7:59 min/km,00:17:02.777,8:06 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151014,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
464,M4019,PUPUS ADIWALUYO,01:21:05.843,NATIONAL,357,Male,369,00:27:24.293,7:10 min/km,00:34:38.077,7:54 min/km,00:17:47.567,8:06 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-150884,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
465,M4147,ERAWADI JOKOSUSILO,01:21:10.527,NATIONAL,358,Male,370,00:29:28.833,7:27 min/km,00:32:19.293,7:46 min/km,00:19:01.233,8:07 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151012,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
466,M4446,STEPHEN SUDYATMIKO,01:21:18.350,NATIONAL,359,Male,371,00:32:56.927,8:46 min/km,00:30:13.283,8:10 min/km,00:15:57.893,8:07 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151311,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
