Pos,Race No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
251,20399,Esty Fitria Meirnanthy,02:37:35,02:35:40,ALL AGES,44,Female,44,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-3-68098,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
252,21177,Putu Mira Indriani,02:37:42,02:37:19,ALL AGES,45,Female,45,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-3-68876,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
253,21408,Nani Reggy,02:37:45,02:34:08,ALL AGES,46,Female,46,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-3-69107,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
254,20882,Wahyu Andika,02:37:50,02:35:52,ALL AGES,208,Male,208,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-3-68581,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
255,20899,Ari Budiman,02:37:52,02:36:46,ALL AGES,209,Male,209,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-3-68598,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
256,20884,Yonky Dickha Fardilla,02:37:56,02:37:50,ALL AGES,210,Male,210,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-3-68583,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
257,20350,Seto Adiantoro,02:37:58,02:37:46,ALL AGES,211,Male,211,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-3-68049,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
258,21451,Gunawan,02:38:02,02:36:04,ALL AGES,212,Male,212,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-3-69150,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
259,20268,Jati Kusumawardani,02:38:03,02:35:14,ALL AGES,213,Male,213,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-3-67967,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
260,21166,Firza Tsani,02:38:12,02:36:41,ALL AGES,214,Male,214,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-3-68865,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
