Pos,Bib No,Name,Laps,Time,Gender,Gen Pos,Country,Fastest Lap,Slowest Lap,Average Lap,Start,race_name,race_large_logo,race_category,runner_id,race_link
151,2009,I Wayan Adhitama Nugraha,17,01:53:59,Male,114,Indonesia,00:05:45,00:08:40,00:06:42,00:00:11,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193364,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
152,2087,Yohanes Nyoman Sudarsana,17,01:54:00,Male,115,Indonesia,00:06:08,00:07:25,00:06:42,00:00:09,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193441,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
153,2199,I Putu Sudira,17,01:54:11,Male,116,Indonesia,00:06:25,00:07:29,00:06:43,00:00:36,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193553,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
154,2097,tresna arta,17,01:54:30,Male,117,Indonesia,00:05:37,00:09:07,00:06:44,00:00:33,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193451,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
155,2102,ROY KUSUMA,17,01:54:37,Male,118,Indonesia,00:06:12,00:07:11,00:06:44,00:00:16,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193456,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
156,2103,LUH PUTU RUSWIDAYANTI,17,01:54:37,Female,38,Indonesia,00:06:19,00:07:12,00:06:44,00:00:15,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193457,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
157,2203,I Made Resa Wibawa,17,01:54:40,Male,119,Indonesia,00:06:10,00:08:04,00:06:44,00:00:11,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193557,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
158,2088,Dedy Surya,17,01:54:58,Male,120,Indonesia,00:05:50,00:07:53,00:06:45,00:00:25,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193442,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
159,2077,Dewa Sudiatmika,17,01:55:01,Male,121,Indonesia,00:06:07,00:07:25,00:06:45,00:00:21,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193431,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
160,2195,Satria Priangga,17,01:55:05,Male,122,Indonesia,00:06:22,00:07:37,00:06:46,00:00:49,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193549,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
161,2228,Bayu Dianindra,17,01:55:09,Male,123,Indonesia,00:06:22,00:07:54,00:06:46,00:00:35,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193582,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
162,2148,Novi PALAR,17,01:55:15,Female,39,Indonesia,00:06:00,00:07:33,00:06:46,00:00:10,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193502,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
163,2132,Widhy Lesmana,17,01:55:44,Male,124,Indonesia,00:06:12,00:07:30,00:06:48,00:00:28,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193486,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
164,2165,Agustinus Herwian,17,01:55:51,Male,125,Indonesia,00:06:29,00:07:38,00:06:48,00:00:47,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193519,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
165,2163,Jasmine Dianissa Safirani,17,01:55:56,Female,40,Indonesia,00:06:31,00:07:39,00:06:49,00:00:43,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193517,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
166,2042,Anak Agung Bgs Kiana Yudha,17,01:56:03,Male,126,Indonesia,00:05:26,00:07:39,00:06:49,00:00:11,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193396,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
167,2060,Yuni Ratna Sari,17,01:56:11,Female,41,Indonesia,00:05:53,00:07:53,00:06:50,00:00:39,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193414,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
168,2157,Mirah Maharani,17,01:56:22,Female,42,Indonesia,00:05:56,00:07:39,00:06:50,00:00:14,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193511,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
169,2101,Yuwana Pranata,17,01:56:24,Female,43,Indonesia,00:05:55,00:07:32,00:06:50,00:00:13,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193455,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
170,2141,Jutahariadi Soesilo,17,01:56:27,Male,127,Indonesia,00:06:11,00:08:46,00:06:51,00:00:08,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193495,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
171,2147,anne hardiyanti,17,01:56:49,Female,44,Indonesia,00:05:00,00:07:41,00:06:52,00:00:03,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193501,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
172,2293,Melly,17,01:56:49,Female,45,,00:05:57,00:09:20,00:06:52,00:00:53,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193647,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
173,2262,Dewa Alit Sujana,17,01:56:57,Male,128,Indonesia,00:06:00,00:08:33,00:06:52,00:00:33,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193616,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
174,2015,Ariyana Made,17,01:57:02,Male,129,Indonesia,00:06:04,00:07:24,00:06:53,00:00:22,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193369,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
175,2113,Andhika Bukti Pratama,17,01:57:34,Male,130,Indonesia,00:06:11,00:07:33,00:06:54,00:00:37,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193467,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
176,9006,Aldi Leonard N R,17,01:57:44,Male,131,Indonesia,00:05:07,00:07:39,00:06:55,00:00:04,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193666,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
177,2133,Fenny Astri,17,01:58:16,Female,46,Indonesia,00:05:38,00:08:12,00:06:57,00:00:09,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193487,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
178,2119,DSK Gede Seri Sudewi Wulandari,17,01:58:52,Female,47,Indonesia,00:06:27,00:07:37,00:06:59,00:00:20,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193473,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
179,2109,turah cakra udara,17,01:58:58,Male,132,Indonesia,00:02:36,00:11:24,00:06:59,00:00:42,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193463,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
180,2184,Baby Ceacilia,17,01:58:59,Female,48,Indonesia,00:06:11,00:08:04,00:06:59,00:00:18,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193538,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
181,2028,Yuki Kawakami,17,01:59:34,Female,49,Japan,00:05:32,00:09:42,00:07:02,00:00:54,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193382,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
182,2031,goro wayan,17,01:59:35,Male,133,Indonesia,00:06:02,00:09:38,00:07:02,00:00:56,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193385,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
183,2032,Rara Ayu Ratnaningrum,17,01:59:52,Female,50,Indonesia,00:06:36,00:07:45,00:07:03,00:00:40,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193386,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
184,2065,Amrita Rosvanti,17,01:59:53,Female,51,Indonesia,00:06:26,00:08:26,00:07:03,00:00:22,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193419,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
185,2233,Ignatius Franky yustanto kahono,17,01:59:54,Male,134,Indonesia,00:06:19,00:07:56,00:07:03,00:00:30,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193587,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
