Pos,Race No,Name,Time,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
51,1002,Indra Tan,01:14:33,Male,46,Canada,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-3-91387,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
52,1106,Nicho Sumardiyanto,01:15:22,Male,47,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-3-91491,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
53,843,Akhmad Taufiq,01:15:23,Male,48,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-3-91228,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
54,898,Bowo Adi S,01:16:00,Male,49,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-3-91283,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
55,1001,Indra Setyawan,01:16:06,Male,50,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-3-91386,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
56,884,Bagus Setiyadi,01:16:07,Male,51,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-3-91269,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
57,1131,Putri Diana,01:16:16,Female,6,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-3-91516,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
58,1168,Seeno Husain,01:16:45,Male,52,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-3-91553,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
59,1039,Lauren Wilcock,01:16:57,Female,7,,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-3-91424,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
60,1087,Muh Nurul Hilmi Ar Raafi,01:16:57,Male,53,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-3-91472,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
