Pos,Bib No,Name,Time,Category,Cat Pos,Gender,"CP1 - KM 7,6",Finish,race_name,race_large_logo,race_category,runner_id,race_link
601,H1207,Rizki Maulida,01:34:46.763,Master,66,Female,01:08:35.080,01:34:46.763,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169041,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
602,F1223,Drajat Aji,01:34:47.837,Master,189,Male,01:09:28.277,01:34:47.837,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169057,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
603,E1219,Yulio Victory,01:34:48.550,Open,245,Male,01:07:53.343,01:34:48.550,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169053,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
604,F1617,Anang Setiawan,01:34:55.693,Master,190,Male,01:12:10.620,01:34:55.693,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169450,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
605,E1187,Muhammad Nur Rohman,01:34:56.050,Open,246,Male,01:07:57.400,01:34:56.050,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169021,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
606,F1155,M Khusnul Khidad,01:34:57.763,Master,191,Male,01:09:04.910,01:34:57.763,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168989,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
607,G1154,Eti Nulia Sawitri,01:34:57.867,Open,89,Female,01:09:05.353,01:34:57.867,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168988,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
608,E1525,Raul Syahrozi,01:35:03.040,Open,247,Male,01:14:20.233,01:35:03.040,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169358,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
609,E1485,Arif Hidayat,01:35:07.333,Open,248,Male,01:09:13.350,01:35:07.333,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169318,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
610,G1486,Lanny Kurniawati,01:35:07.470,Open,90,Female,01:09:08.263,01:35:07.470,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169319,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
611,E1663,Tiko Putratama,01:35:08.863,Open,249,Male,01:10:21.450,01:35:08.863,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169496,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
612,F1015,Heru Sri Hartoyo,01:35:13.327,Master,192,Male,01:07:24.217,01:35:13.327,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168849,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
613,G1364,Qismatul Barokah,01:35:14.070,Open,91,Female,01:09:05.620,01:35:14.070,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169197,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
614,F1007,Arief Hartono,01:35:27.943,Master,193,Male,01:10:13.047,01:35:27.943,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168841,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
615,F1077,Thofa Mohamad,01:35:35.810,Master,194,Male,01:09:17.657,01:35:35.810,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168911,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
616,F1134,Leo Kinta Lexsaputra,01:35:38.280,Master,195,Male,01:10:31.150,01:35:38.280,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168968,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
617,E1687,Yudha Chandra Pranata,01:35:51.700,Open,250,Male,01:08:46.247,01:35:51.700,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169519,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
618,E1489,Luqman Hakiem,01:35:54.653,Open,251,Male,01:10:09.143,01:35:54.653,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169322,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
619,F1520,Martin Setyawan,01:35:57.040,Master,196,Male,01:10:46.467,01:35:57.040,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169353,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
620,E1548,Muhammad Daffa Dhiya Ulhaq,01:36:09.960,Open,252,Male,01:10:07.033,01:36:09.960,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169381,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
621,F1547,Subandi Solihin,01:36:10.140,Master,197,Male,01:10:07.380,01:36:10.140,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169380,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
622,G1162,Putu Wiwin Septriani,01:36:11.443,Open,92,Female,01:09:49.100,01:36:11.443,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168996,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
623,F1053,Giovanni Tomodok,01:36:14.950,Master,198,Male,01:12:14.497,01:36:14.950,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168887,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
