Fav,Pos,Bib No,Share,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,CP 1 - Km 4,CP 2 - Km 8,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,1851,M2963,,Muhammad Fajar Hiswandi,01:51:13,National,957,Male,1270,Indonesia,00:03:19,00:40:10,00:44:35,00:23:08,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-216205,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1852,M2965,,Sutopo Sejati,01:51:17,Master,295,Male,1271,Indonesia,00:02:49,00:40:38,00:44:26,00:23:23,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-216207,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1853,3116,,FERIANSYAH MILZA FAJRI,01:51:25,National,958,Male,1272,Indonesia,00:02:26,00:41:41,00:44:40,00:22:38,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-216358,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1854,F2714,,Heri Wijayanti,01:51:31,Master,141,Female,576,Indonesia,00:00:59,00:42:50,00:44:55,00:22:46,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215956,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1855,F2286,,Anggita Dwi Ratnasari,01:51:50,National,417,Female,577,Indonesia,00:03:21,00:41:08,00:44:36,00:22:44,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215528,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1856,F2716,,Fatqiyah Azizah,01:51:55,National,418,Female,578,Indonesia,00:03:21,00:41:22,00:44:19,00:22:52,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215958,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1857,F1608,,Ayu Diyas Pratiwi,01:52:07,National,419,Female,579,Indonesia,00:01:28,00:42:39,00:44:53,00:23:06,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214850,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1858,F1304,,Nurhayati Fadhilah Rani Suci Pujiwati Windarti,01:52:08,National,420,Female,580,Indonesia,00:01:28,00:42:36,00:44:50,00:23:13,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214546,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1859,F2396,,Shiffa Urrohmah,01:52:09,National,421,Female,581,Indonesia,00:01:28,00:42:39,00:44:47,00:23:13,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215638,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1860,F2812,,Rr Yuli Suharmani Nagaria,01:52:09,Master,142,Female,582,Indonesia,00:01:28,00:42:33,00:44:50,00:23:16,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-216054,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
