Pos,Bib No,Name,Time,Category,Cat Pos,Gender,"CP1 - KM 7,6",Finish,race_name,race_large_logo,race_category,runner_id,race_link
401,1907,Pacer Wahyu Prasetyo,01:20:15.020,Unknown,6,Male,00:59:12.237,01:20:15.020,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169604,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
402,F1755,Kosmas Purwo Sa,01:20:15.333,Master,124,Male,00:59:12.410,01:20:15.333,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169587,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
403,H1055,Djun Khim Djun Khim,01:20:16.867,Master,29,Female,00:58:13.427,01:20:16.867,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168889,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
404,F1627,Sonny Wardhana,01:20:19.517,Master,125,Male,00:59:00.297,01:20:19.517,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169460,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
405,F1745,Eko Heri Siswanto,01:20:22.300,Master,126,Male,00:59:14.070,01:20:22.300,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169577,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
406,H1424,Sri Wuryani,01:20:23.077,Master,30,Female,00:58:17.040,01:20:23.077,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169257,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
407,F1163,Benediktus Januarius,01:20:26.283,Master,127,Male,00:59:07.897,01:20:26.283,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168997,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
408,E1127,Nur Arief Kurniawan,01:20:28.987,Open,190,Male,00:55:18.623,01:20:28.987,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168961,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
409,G1054,Yunita Xi,01:20:31.873,Open,47,Female,00:58:39.333,01:20:31.873,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168888,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
410,F1319,Tri Gunawan,01:20:35.533,Master,128,Male,00:59:11.653,01:20:35.533,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169152,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
411,F1353,Muhyidin Albarobis,01:20:55.490,Master,129,Male,00:59:14.240,01:20:55.490,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-169186,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
412,F1050,Dani Wiryawan,01:20:57.353,Master,130,Male,00:58:34.393,01:20:57.353,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-2-168884,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
