Race No,Name,Time,Category,Cat Pos,Gender,Gen Pos,race_name,race_large_logo,race_category,runner_id,race_link
225,ANUGERAH WIDI,02:54:01,35 - 39,2,Male,15,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130062,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
231,DADIK HENDRA KUSUMA,02:54:25,35 - 39,3,Male,16,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130068,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
241,DICKY YUNKINS,02:54:56,35 - 39,4,Male,17,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130078,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
208,AGUS PRIYADI,02:55:46,24 - 29,2,Male,18,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130045,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
266,YURBIANTO YURBIANTO,02:56:55,40 - 44,2,Male,19,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130103,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
292,WIENTORO PRASETYO,02:57:43,50 - 54,2,Male,20,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130129,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
282,TEGUH YULIANTO,02:58:14,45 - 49,6,Male,21,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130119,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
304,SARAH VIRGINIA COSTEIRA,02:59:34,30 - 34,1,Female,1,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130141,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
278,ALFIAN ALFEUS BANGUN,02:59:36,45 - 49,7,Male,22,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130115,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
261,EDWIN HALIM,03:00:10,40 - 44,3,Male,23,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130098,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
262,ALVIN HARIRAHARDJO,03:00:16,40 - 44,4,Male,24,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130099,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
295,SYAFAAT YASIN,03:01:15,50 - 54,3,Male,25,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130132,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
242,ADI MULYADI,03:02:28,35 - 39,5,Male,26,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130079,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
246,HADIYANTO HALIM,03:02:49,40 - 44,5,Male,27,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130083,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
297,MARCEL ROOS,03:03:08,55 - 59,2,Male,28,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130134,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
293,HENDRI SUDJOKO,03:04:16,50 - 54,4,Male,29,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130130,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
265,NURWIDIYANTORO PERMONO,03:04:28,40 - 44,6,Male,30,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130102,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
288,RATNA CHENDAWAN,03:04:29,45 - 49,1,Female,2,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130125,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
204,DAVID BATUBARA,03:04:39,24 - 29,3,Male,31,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130041,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
274,ALBERTUS WANANDI,03:08:18,45 - 49,8,Male,32,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130111,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
221,SENDI PUTRA,03:10:15,35 - 39,6,Male,33,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130058,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
267,HENDRIK ALEXANDER W MBOI,03:11:28,40 - 44,7,Male,34,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130104,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
235,RIZAL GINANJAR,03:12:29,35 - 39,7,Male,35,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130072,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
257,ANTONIO ANDI,03:13:03,40 - 44,8,Male,36,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130094,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
243,AIDY HALIMANJAYA,03:13:30,35 - 39,1,Female,3,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130080,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
226,WENDY NUGROHO,03:14:03,35 - 39,8,Male,37,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130063,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
216,ADITIO ADI NUGROHO,03:14:44,30 - 34,4,Male,38,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130053,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
245,HILDA NOVIANTI,03:16:44,35 - 39,2,Female,4,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130082,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
207,JODY ARIA WIDJAYA,03:19:41,24 - 29,4,Male,39,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130044,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
232,RENDY KOESWARA,03:19:42,35 - 39,9,Male,40,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130069,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
254,PISTON ANDRIYANTO,03:19:53,40 - 44,9,Male,41,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130091,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
299,GUNTUR MALLARANGENG,03:20:05,55 - 59,3,Male,42,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130136,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
234,MAILAN KIMSUAN,03:21:38,35 - 39,10,Male,43,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130071,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
256,OKI PANCORO,03:22:16,40 - 44,10,Male,44,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130093,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
291,MOELJOTO SOETIKNO,03:22:35,50 - 54,5,Male,45,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130128,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
250,DEON OSWARI,03:23:45,40 - 44,11,Male,46,Palembang Triathlon,https://images.racetec.net/results/racelogo/19723/19723_81.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-81-2-130087,http://results.scorenow.co.id/results.aspx?CId=19723&RId=81
