Pos,Race No,Name,Time,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
1,1751,Hadi Firmansyah,03:59:31,Male,1,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5592,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
2,1649,Elius Palunsu,04:20:12,Male,2,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5490,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
3,1640,Dedi Yusuf,04:20:24,Male,3,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5481,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
4,1613,Akhmad Nizar,04:49:17,Male,4,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5454,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
5,1736,Utep Waryanto,04:57:44,Male,5,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5577,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
6,1684,Kamil Kamil,04:59:04,Male,6,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5525,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
7,1631,Cheng Yen Chen,05:16:39,Male,7,Taiwan,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5472,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
8,1681,Jason Tabalujan,05:30:45,Male,8,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5522,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
9,1698,Michael Walczak,05:32:44,Male,9,United States,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5539,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
10,1601,Abd Rahman,05:42:02,Male,10,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5442,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
11,1607,Aditya Bagus,05:42:34,Male,11,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5448,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
12,1717,Ribut Laksono,05:42:35,Male,12,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5558,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
13,1642,Dimas Darunaza,05:50:28,Male,13,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5483,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
14,1728,Stefanus Mandalika,05:51:20,Male,14,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5569,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
15,1742,Xiaolin Zheng,06:00:28,Male,15,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5583,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
16,1748,Eka Dwi Pramana,06:02:58,Male,16,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5589,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
