Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,CP 1 - Km 2,CP 2 - Km 6,CP 3 - Km 10,"CP 4 - Km 17,5",Finish,race_name,race_large_logo,race_category,runner_id,race_link
15,C1379,Budi Urawan,01:26:05,Master,4,Male,13,Indonesia,00:00:00,00:06:46,00:15:33,00:16:30,00:29:35,00:17:39,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209440,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
16,B1711,Pretty Sihite,01:26:06,Top 6 National Winners,3,Female,3,Indonesia,00:00:00,00:07:59,00:16:55,00:16:25,00:28:42,00:16:03,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209772,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
17,B1473,Nefriana Ariance Daik,01:27:42,Top 6 National Winners,4,Female,4,Indonesia,00:00:00,00:07:18,00:15:56,00:15:55,00:30:54,00:17:37,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209534,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
18,C1684,Jimmy Pangestoe,01:29:13,Master,5,Male,14,Indonesia,00:00:02,00:08:05,00:17:13,00:17:01,00:29:45,00:17:05,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209745,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
19,A1556,Febrianto Mahulae,01:30:23,National,4,Male,15,Indonesia,00:00:09,00:08:22,00:17:14,00:16:50,00:30:07,00:17:39,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209617,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
20,A1680,Mikda Mikdarulloh,01:30:41,National,5,Male,16,Indonesia,00:00:03,00:07:42,00:17:09,00:17:01,00:30:41,00:18:02,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209741,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
21,A1592,Darel Muhammad Kamil,01:35:45,National,6,Male,17,Indonesia,00:00:04,00:08:47,00:17:49,00:18:14,00:31:51,00:18:57,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209653,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
22,C1213,Yohanes Sanjaya,01:35:48,Master,6,Male,18,Indonesia,00:00:00,00:08:39,00:17:49,00:18:26,00:32:07,00:18:44,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209275,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
23,A1419,Rashesa Muhammad Fatih,01:35:56,National,7,Male,19,Indonesia,00:00:03,00:08:04,00:18:01,00:18:47,00:32:04,00:18:55,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209480,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
24,D1277,Cecilia Thrisna Gunawan,01:35:59,Top 6 National Winners,5,Female,5,Indonesia,00:00:00,00:08:39,00:17:49,00:18:27,00:32:07,00:18:54,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209339,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
25,B1539,Asnita,01:37:03,Top 6 National Winners,6,Female,6,Indonesia,00:00:01,00:08:05,00:17:40,00:18:23,00:32:53,00:19:59,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209600,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
26,D1475,Risa Wijaynti,01:37:24,Master,1,Female,7,Indonesia,00:00:00,00:08:37,00:17:52,00:18:32,00:32:40,00:19:41,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209536,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
27,A1535,Vigor Bernhard Mansnembra,01:38:29,National,8,Male,20,Indonesia,00:00:05,00:08:59,00:18:20,00:18:59,00:32:50,00:19:13,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209596,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
28,A1669,Wildan Fatturahman Mujtaba,01:39:01,National,9,Male,21,Indonesia,00:00:00,00:07:43,00:18:00,00:18:25,00:33:31,00:21:19,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209730,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
29,A1019,Muhlisin,01:39:44,National,10,Male,22,Indonesia,00:00:00,00:07:46,00:17:51,00:18:45,00:34:11,00:21:09,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209081,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
30,C1361,Eddy Widjaja,01:39:56,Master,7,Male,23,Indonesia,00:00:01,00:08:40,00:17:51,00:19:33,00:34:36,00:19:12,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209422,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
31,C1364,Efendi,01:40:25,Master,8,Male,24,Indonesia,00:00:12,00:09:15,00:18:18,00:19:12,00:33:44,00:19:41,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209425,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
32,A1388,Ranto Siregar,01:40:50,National,11,Male,25,Indonesia,00:00:05,00:08:31,00:17:33,00:18:51,00:34:51,00:20:56,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209449,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
33,A1573,Anggi Dastariana,01:41:32,National,12,Male,26,Indonesia,00:00:02,00:09:14,00:20:10,00:20:25,00:32:36,00:19:02,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209634,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
34,A1672,Louise Marchelino Simangunsong,01:42:00,National,13,Male,27,Indonesia,00:00:02,00:08:53,00:18:12,00:18:52,00:34:51,00:21:08,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209733,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
35,B1088,Sharfina Sheila Rosada,01:42:49,National,1,Female,8,Indonesia,00:00:00,00:08:37,00:17:46,00:18:33,00:34:37,00:23:14,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209150,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
36,A1176,Brian Sohar,01:42:54,National,14,Male,28,Indonesia,00:00:05,00:09:18,00:18:53,00:19:56,00:34:27,00:20:13,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209238,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
37,A1615,Zunan Rifai,01:43:09,National,15,Male,29,Indonesia,00:00:47,00:10:35,00:19:21,00:19:38,00:33:32,00:19:13,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209676,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
38,A1343,Rocky Junianto Notosusander Jacob,01:43:47,National,16,Male,30,Indonesia,00:00:04,00:09:11,00:18:59,00:20:16,00:35:02,00:20:13,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209404,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
39,D1581,Wiwik Pujiati,01:43:55,Master,2,Female,9,Indonesia,00:00:00,00:09:15,00:18:58,00:20:17,00:35:01,00:20:23,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209642,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
40,C1636,Seno Aribowo,01:43:57,Master,9,Male,31,Indonesia,00:00:08,00:09:02,00:18:23,00:19:57,00:35:25,00:21:00,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209697,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
41,A1044,Erwin,01:44:55,National,17,Male,32,Indonesia,00:00:02,00:08:46,00:18:36,00:19:43,00:35:32,00:22:14,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209106,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
42,A1045,Dedi Pamungkas,01:44:59,National,18,Male,33,Indonesia,00:00:04,00:08:29,00:18:11,00:19:49,00:35:52,00:22:32,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209107,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
43,A1047,Ardiansyah,01:45:35,National,19,Male,34,Indonesia,00:00:00,00:07:47,00:18:54,00:19:53,00:35:30,00:23:30,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209109,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
44,C1309,Andrean Yahya Budiman,01:45:58,Master,10,Male,35,Indonesia,00:00:00,00:08:40,00:17:52,00:21:17,00:36:23,00:21:44,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209371,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
45,C1073,Sihol Hasudungan,01:46:53,Master,11,Male,36,Indonesia,00:00:27,00:09:54,00:20:03,00:20:49,00:35:04,00:20:33,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209135,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
46,A1673,Vicky Rizky Maulana,01:47:06,National,20,Male,37,Indonesia,00:00:04,00:09:14,00:19:02,00:20:18,00:36:57,00:21:28,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209734,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
47,B1542,Rahmi,01:48:12,National,2,Female,10,Indonesia,00:00:00,00:08:38,00:19:03,00:20:57,00:37:43,00:21:49,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209603,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
48,A1705,Juliadi,01:49:00,National,21,Male,38,Indonesia,00:00:07,00:10:34,00:21:04,00:20:05,00:35:36,00:21:32,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209766,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
49,A1611,Rivaldi Yudistira,01:49:27,National,22,Male,39,Indonesia,00:00:02,00:09:04,00:19:51,00:21:32,00:37:07,00:21:48,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209672,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
50,D1247,Helda Napitupulu,01:49:30,Master,3,Female,11,Indonesia,00:00:00,00:09:15,00:19:26,00:20:58,00:37:36,00:22:13,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209309,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
