Fav,Pos,Bib No,Name,Time,Gender,Gen Pos,Start,CP 1 - KM 5,CP 2 - KM 10,"CP 3 - KM 12,8",CP 4 - KM 15,"CP 5 - KM 19,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
,151,M12134,Achmad Samsul Maarif,01:54:21,Male,131,00:00:13,00:26:36,00:26:14,00:15:54,00:11:14,00:25:15,00:08:52,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163968,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,152,M13227,Harry Granadhi,01:54:34,Male,132,00:00:05,00:27:46,00:26:17,00:15:54,00:11:28,00:24:29,00:08:30,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-165026,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,153,M12229,Billy Kurniawan,01:54:50,Male,133,00:00:23,00:26:50,00:26:29,00:15:49,00:11:20,00:24:40,00:09:17,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164063,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,154,M11358,Muhamad Syarifudin,01:54:50,Male,134,00:03:00,00:27:45,00:24:55,00:15:05,00:11:02,00:24:34,00:08:26,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163198,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,155,M10416,Pulunggono,01:54:52,Male,135,00:00:15,00:27:04,00:26:15,00:16:11,00:11:43,00:25:08,00:08:13,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162272,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,156,M13034,Winaldy Prasetyo,01:55:03,Male,136,00:01:40,00:26:54,00:26:33,00:15:55,00:11:17,00:24:29,00:08:13,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164852,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,157,M11715,Bangun Sanjaya,01:55:13,Male,137,00:00:14,00:23:46,00:24:09,00:16:32,00:12:17,00:28:52,00:09:20,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163552,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,158,M10024,Joko Pramono,01:55:18,Male,138,00:00:41,00:25:42,00:25:27,00:15:41,00:11:37,00:27:01,00:09:07,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-161884,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,159,M11001,Asnawi Suroso,01:55:20,Male,139,00:01:16,00:27:14,00:25:22,00:15:27,00:11:21,00:25:59,00:08:39,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162844,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,160,M11285,Muhammad Zulqarnain,01:55:31,Male,140,00:02:16,00:30:13,00:26:11,00:15:21,00:10:41,00:23:01,00:07:46,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163125,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
