Pos,Race No,Name,Time,Gender,Gen Pos,Country,CP1 - KM,Finish,race_name,race_large_logo,race_category,runner_id,race_link
301,403,Sandi kumara,00:59:02,Male,253,Indonesia,00:26:06,00:32:38,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186286,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
302,859,Arya sarjana,00:59:10,Male,254,Indonesia,00:26:18,00:31:27,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186742,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
303,60,dr Vitro Darma Yusra,00:59:13,Male,255,Indonesia,00:26:15,00:32:45,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-185948,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
304,67,Rudi Sabariman,00:59:15,Male,256,Indonesia,00:25:53,00:32:26,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-185955,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
305,441,Mark Swinton,00:59:22,Male,257,Canada,00:25:21,00:32:28,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186324,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
306,444,Made Susilawati,00:59:22,Female,45,Indonesia,00:25:21,00:32:28,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186327,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
307,74,TRINDA SETIA BUDI,00:59:23,Male,258,Indonesia,00:25:10,00:33:41,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-185962,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
308,637,Sesca Mokalu,00:59:23,Female,46,Indonesia,00:25:43,00:33:08,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186520,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
309,388,Yan Galang Marta Adi,00:59:32,Male,259,Indonesia,00:24:35,00:34:44,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186271,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
310,376,Pandu Setya Brata,00:59:34,Male,260,Indonesia,00:25:54,00:31:54,BNN Run,https://images.racetec.net/results/racelogo/19723/19723_139.JPG,8K,http://results.scorenow.co.id/myresults.aspx?uid=19723-139-1-186259,http://results.scorenow.co.id/results.aspx?CId=19723&RId=139
