Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,KM 10,"KM 12,3",KM 15,"KM 16,9","KM 19,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
2001,H23262,Siswadi,02:44:28,National,1550,Male,1560,Indonesia,00:03:31,00:37:49,00:36:11,00:20:00,00:16:34,00:14:56,00:24:01,00:11:23,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203268,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2002,K20800,Ivona Oliviera,02:44:28,National,433,Female,442,Indonesia,00:01:46,00:35:35,00:35:30,00:20:49,00:19:20,00:16:01,00:22:26,00:12:59,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200806,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2003,K23638,Era Bhektirahayu Parmawati,02:44:29,National,434,Female,443,Indonesia,00:01:37,00:36:28,00:35:11,00:20:19,00:17:28,00:16:48,00:23:39,00:12:55,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203644,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2004,K23611,An Nisa Intan Ramadan,02:44:29,National,435,Female,444,Indonesia,00:01:31,00:37:15,00:37:34,00:21:01,00:17:44,00:16:39,00:20:40,00:12:01,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203617,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2005,K22984,Lindawati Marjati,02:44:30,National,436,Female,445,Indonesia,00:01:55,00:35:07,00:34:55,00:19:53,00:18:11,00:17:24,00:23:55,00:13:07,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202990,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2006,H24033,Soni Ade Irawan,02:44:30,National,1551,Male,1561,Indonesia,00:02:47,00:35:56,00:34:33,00:21:36,00:18:29,00:16:50,00:22:06,00:12:10,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204038,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2007,H21121,Warsudin,02:44:31,National,1552,Male,1562,Indonesia,00:01:48,00:36:55,00:33:44,00:19:44,00:16:53,00:16:11,00:23:26,00:15:47,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201127,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2008,H23735,Susantio Sandjojo,02:44:31,National,1553,Male,1563,Indonesia,00:00:36,00:32:16,00:31:12,00:18:07,00:17:11,00:18:04,00:33:11,00:13:50,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203741,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2009,H24125,Nurul Anwar,02:44:32,National,1554,Male,1564,Indonesia,00:04:19,00:34:27,00:34:38,00:20:49,00:17:14,00:16:55,00:22:57,00:13:08,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204130,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2010,K22353,Tyas Dina Mei Sari,02:44:33,National,437,Female,446,Indonesia,00:00:42,00:35:46,00:36:01,00:21:11,00:18:15,00:16:18,00:23:02,00:13:16,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202359,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
