Pos,Race No,Name,Time,Gender,Gen Pos,Laps,Fastest Lap,Slowest Lap,Average Lap,race_name,race_large_logo,race_category,runner_id,race_link
62,303,BUDI SANJAYA PUTRA,02:49:40,Male,52,9,00:15:58,00:21:53,00:18:51,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-40581,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
63,3050,DAVID HONGGONO,02:52:11,Male,53,9,00:15:59,00:24:20,00:19:07,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41111,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
64,3005,MAULANA ARIF WIJAYA,02:54:09,Male,54,9,00:16:02,00:23:04,00:19:21,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41066,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
65,3045,EDDY BUDY,02:54:13,Male,55,9,00:15:55,00:23:35,00:19:21,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41106,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
66,3089,NDP PACER,02:57:48,Male,56,9,00:13:35,00:28:13,00:19:45,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41169,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
67,3088,DEVY PACER,01:57:02,Female,11,8,00:05:54,00:17:50,00:14:37,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41168,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
68,309,HERRY SUPRIADI,02:08:47,Male,57,8,00:15:09,00:18:53,00:16:05,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-40587,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
69,3034,EKO PUTRA CHANDRA,02:21:27,Male,58,8,00:15:22,00:26:52,00:17:40,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41095,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
70,3087,PANDE PACER,02:34:09,Male,59,8,00:11:37,00:38:58,00:19:16,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41167,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
71,3012,EDDY PUTRA,02:36:48,Male,60,8,00:13:51,00:26:43,00:19:36,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41073,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
72,3060,FERDY SUSANTO,02:42:16,Male,61,8,00:16:19,00:23:34,00:20:17,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41121,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
73,3020,ANANTA WIKRAMA TUNGGA ATMADJA,02:42:31,Male,62,8,00:17:00,00:25:45,00:20:18,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41081,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
74,3021,LUH PUTU SRI ARIYANI,02:42:32,Female,12,8,00:17:01,00:25:45,00:20:19,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41082,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
75,3001,I PUTU WIDYA PURNIAWAN,02:43:23,Male,63,8,00:16:02,00:41:16,00:20:25,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41062,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
76,3022,MURIANTO HERDISAROSA,02:46:48,Male,64,8,00:17:39,00:24:23,00:20:51,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41083,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
77,3062,YOHANES NYOMAN SUDARSANA,02:53:50,Male,65,8,00:16:03,00:27:57,00:21:43,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41123,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
78,3067,ANNISA SYARIEF,02:59:25,Female,13,8,00:19:42,00:27:00,00:22:25,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41128,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
79,3079,ADI PACER,01:32:19,Male,66,7,00:12:59,00:13:22,00:13:11,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41159,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
80,3047,FARAHDINA ALMAS,01:52:17,Female,14,7,00:13:29,00:18:37,00:16:02,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41108,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
81,3011,HENRY GANDA PURBA,02:42:27,Male,67,7,00:17:00,00:53:09,00:23:12,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41072,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
82,3043,ARIF BUDI KRISNANTO,01:15:32,Male,68,6,00:12:11,00:12:58,00:12:35,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41104,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
83,3033,BAMBANG TEJO,01:27:51,Male,69,6,00:13:20,00:15:52,00:14:38,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41094,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
84,3081,TOMIN PACER,02:52:36,Male,70,6,00:13:15,01:45:43,00:28:46,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41161,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
85,3082,WENDY PACER,02:52:37,Male,71,6,00:13:15,01:45:44,00:28:46,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41162,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
86,3086,LUCY PACER,02:52:54,Female,15,5,00:15:29,01:50:34,00:34:34,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41166,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
87,3085,STEFANI PACER,02:52:55,Female,16,5,00:15:29,01:50:34,00:34:35,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41165,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
88,3090,YINDY PACER,02:58:42,Male,72,5,00:17:29,01:47:25,00:35:44,Run till You Drop 4,http://results.scorenow.co.id/Images/Clients/19723.png,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-25-1-41170,http://results.scorenow.co.id/results.aspx?CId=19723&RId=25
