Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Start,"CP 1 KM 2,5",CP 2 KM 5,"CP 3 KM 7,5",Finish,race_name,race_large_logo,race_category,runner_id,race_link
,F 0019,Ely Lailiyah,DNS,Female,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196100,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,M 0054,ALLOYSIUS SUKO,DNS,Male,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196135,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,M 0075,Rully Adam Dalyono,DNS,Male,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196156,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,M 0141,Harry Nugraha,DNS,Male,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196222,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,M 0151,Nanang Mucharom,DNS,Male,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196232,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,F 0186,IRENE ENDRIANA,DNS,Female,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196267,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,M 0284,Muhammad Aziz,DNS,Male,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196365,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,F 0285,Siti Nursari Ismarini,DNS,Female,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196366,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,M 0293,Vico Ilham Permadi,DNS,Male,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196374,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,M 0308,Adiptya Cahya,DNS,Male,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196389,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,M 0387,Faiz Farizy,DNS,Male,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196468,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,M 0394,HARDWISURYO GLORIAWAN,DNS,Male,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196475,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,F 0465,Probo Dewi Atmadyanto,DNS,Female,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196546,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
,M 0505,Adhitya Zamzami,DNS,Male,,Indonesia,,,,,,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196586,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
