Pos,Race No,Name,Time,Category,Cat Pos,Gender,CP1 - KM 1.5,CP2 - KM 7.6,Finish,race_name,race_large_logo,race_category,runner_id,race_link
251,1217,RIA WULANSARI,01:11:30.553,Master,12,Female,00:09:01.487,00:51:37.000,01:11:30.553,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223781,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
252,1029,SISCA WULANDARI,01:11:36.513,Nasional,22,Female,00:09:55.837,00:53:04.807,01:11:36.513,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223593,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
253,2080,NOVILIA,01:11:37.130,Nasional,23,Female,00:08:41.547,00:51:23.990,01:11:37.130,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224644,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
254,1797,ESTER LINDAWATI,01:11:38.810,Master,13,Female,00:09:27.897,00:52:20.880,01:11:38.810,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224361,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
255,1372,DADANG TRI HENDARKO,01:11:45.960,Master,50,Male,00:10:07.490,00:51:11.080,01:11:45.960,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223936,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
256,1794,SEKAR ARUM PRAMESWARI CHANDRA KIRANA,01:11:49.790,Nasional,24,Female,00:11:46.190,00:52:59.837,01:11:49.790,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224358,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
257,1877,BENAYA PRADANA SUKMA WANTANA,01:11:50.067,Nasional,156,Male,00:12:02.997,00:54:50.810,01:11:50.067,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224441,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
258,1122,MUHAMMAD RAFFI AULIYA,01:11:55.227,Nasional,157,Male,00:12:01.080,00:52:56.763,01:11:55.227,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223686,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
259,1578,SITI ASTARI,01:11:55.480,Nasional,25,Female,00:07:39.170,00:51:24.440,01:11:55.480,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224142,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
260,1566,MELLISA KURNIAWATI,01:11:58.423,Master,14,Female,00:10:05.317,00:51:34.157,01:11:58.423,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224130,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
