Pos,Bib No,Name,Time,KM5.09,Finish,race_name,race_large_logo,race_category,runner_id,race_link
551,1332,Indri Novianty D,01:41:21.907,00:49:16.497,00:51:34.927,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166758,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
552,1642,Windi Maelani,01:41:22.543,00:49:03.243,00:51:34.290,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167068,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
553,1914,DKI 45,01:41:23.630,,01:41:23.630,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167340,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
554,1912,DKI 43,01:41:26.997,,01:41:26.997,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167338,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
555,1911,DKI 42,01:41:27.473,,01:41:27.473,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167337,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
556,1915,DKI 46,01:41:27.717,,01:41:27.717,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167341,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
557,1936,Felicia Dharmahutama,01:41:30.433,00:47:23.497,00:53:00.560,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167362,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
558,1611,Nadhifa Irmadilla,01:41:35.023,00:48:09.833,00:53:13.750,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167037,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
559,1547,Dina Kwok,01:41:36.573,00:46:45.330,00:54:31.343,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166973,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
560,1403,Imana Najwati Samhana,01:41:43.823,00:44:48.390,00:56:32.217,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166829,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
561,1716,Sherly Nefriza,01:41:43.847,00:44:46.433,00:56:36.400,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167142,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
562,1228,Arti Purbo,01:41:45.657,00:48:29.053,00:52:37.030,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166654,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
563,1804,AIA 26 Ulfa Sekar Langit,01:41:47.290,00:47:38.653,00:53:00.353,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167230,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
