Pos,Race No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,race_name,race_large_logo,race_category,runner_id,race_link
451,40656,Yacob Yahya,05:52:54,05:50:28,INDONESIAN,249,Male,393,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-5-70875,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
452,40060,Umar Syarif Hidayat,05:52:54,05:52:49,INDONESIAN,250,Male,394,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-5-70279,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
453,40041,Gaby Josephine,05:53:12,05:52:59,MASTER,26,Female,59,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-5-70260,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
454,40475,Rismanto,05:53:14,05:52:23,INDONESIAN,251,Male,395,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-5-70694,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
455,40730,Syafaat Yasin,05:53:22,05:50:58,MASTER,144,Male,396,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-5-70949,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
456,41174,Ajad Koswara,05:53:23,05:53:06,INDONESIAN,252,Male,397,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-5-71393,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
457,40331,Tjan Suwandi,05:53:31,05:51:13,MASTER,145,Male,398,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-5-70550,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
458,40634,Ariokto Panggeso,05:53:47,05:52:08,INDONESIAN,253,Male,399,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-5-70853,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
459,40471,Indah Puspita Mahestuti,05:53:54,05:52:37,INDONESIAN,34,Female,60,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-5-70690,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
460,41191,Feisal Kurfi Aditya,05:53:55,05:52:28,INDONESIAN,254,Male,400,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-5-71410,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
