Pos,Race No,Name,Time,Category,Cat Pos,Gender,CP1 - KM 1.5,CP2 - KM 7.6,Finish,race_name,race_large_logo,race_category,runner_id,race_link
651,1484,SINDI THALIA,01:27:03.077,Nasional,109,Female,00:09:54.383,01:02:50.177,01:27:03.077,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224048,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
652,1194,ZULFA AVIDIANSYAH,01:27:04.967,Nasional,332,Male,00:10:22.003,01:02:54.280,01:27:04.967,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223758,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
653,1036,ERRYK MARDIANSYAH,01:27:06.247,Nasional,333,Male,00:13:32.910,01:04:44.637,01:27:06.247,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223600,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
654,1369,NI MADE WESI SINTA WRDHI WARMINI,01:27:08.010,Nasional,110,Female,00:11:35.193,01:03:08.260,01:27:08.010,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223933,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
655,2047,NIA PUSPASARI,01:27:08.353,Nasional,111,Female,00:12:39.673,01:03:19.257,01:27:08.353,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224611,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
656,1224,HANAFI DWI YULIANA,01:27:08.397,Nasional,334,Male,00:12:43.020,01:04:42.230,01:27:08.397,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223788,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
657,1831,MUHAMMAD HASAN AL BANNA,01:27:14.700,Nasional,335,Male,00:13:17.187,01:04:03.767,01:27:14.700,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224395,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
658,1928,SUSANTO TANGGONO,01:27:15.393,Master,130,Male,00:11:13.773,01:01:38.177,01:27:15.393,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224492,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
659,2143,REZA IQRA NUGRAHA,01:27:16.260,Nasional,336,Male,00:12:45.767,01:03:59.457,01:27:16.260,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224707,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
660,1002,LINTANG REMBULAN,01:27:18.720,Nasional,112,Female,00:10:14.090,01:03:19.197,01:27:18.720,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223566,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
661,1387,BAGUS JATI NUGROHO,01:27:22.457,Nasional,337,Male,00:13:23.360,01:05:25.047,01:27:22.457,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223951,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
662,1115,REISHA ADANNA KUNTORO,01:27:25.453,Nasional,113,Female,00:12:52.890,01:04:55.847,01:27:25.453,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223679,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
663,1485,EKA NOOR CHASANAH,01:27:31.033,Nasional,114,Female,00:11:19.833,01:04:27.323,01:27:31.033,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224049,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
664,1787,YUSTIAN BANGKIT HARDIATMA,01:27:32.427,Nasional,338,Male,00:11:49.973,01:04:57.070,01:27:32.427,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224351,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
665,1836,DAVY ROSYADI,01:27:32.497,Nasional,339,Male,00:11:21.067,01:04:32.410,01:27:32.497,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224400,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
666,1765,MARTINUS ALAN DARMANI,01:27:33.120,Nasional,340,Male,00:11:53.760,01:04:15.357,01:27:33.120,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224329,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
667,1079,BUDI DARMAWAN,01:27:40.920,Master,131,Male,00:13:41.450,01:05:20.770,01:27:40.920,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223643,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
668,1817,GHIELBA VARADISA KATHERIN NIDA,01:27:46.403,Nasional,115,Female,00:11:03.920,01:03:55.793,01:27:46.403,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224381,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
669,1247,CHRISTOPHER THORSTEN,01:27:48.030,Master,132,Male,00:12:23.033,01:02:50.270,01:27:48.030,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223811,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
670,1345,MUHAMMAD DARMANTO,01:27:49.290,Master,133,Male,00:13:32.913,01:04:29.537,01:27:49.290,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223909,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
671,1183,LULU SUGIARTININGSIH,01:27:49.430,Master,61,Female,00:11:05.650,01:04:05.307,01:27:49.430,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223747,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
672,1272,ADITIYA WISNU WERDANA,01:27:50.143,Nasional,341,Male,00:09:23.903,01:03:29.757,01:27:50.143,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223836,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
673,1460,SABASTIAN ELIYAS SARAGIH,01:27:52.250,Master,134,Male,00:12:53.797,01:05:32.150,01:27:52.250,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224024,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
674,1859,INDRA ARIE RIZQIANTO,01:27:53.457,Nasional,342,Male,00:12:42.453,01:03:47.303,01:27:53.457,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224423,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
675,1790,BAGAS WIKU PAMBUDI,01:27:53.580,Nasional,343,Male,00:13:29.440,01:05:35.337,01:27:53.580,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224354,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
