Pos,Race No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
251,20533,ELIFIAN CHANDRA,02:08:56,INDONESIAN,195,Male,218,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-116791,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
252,20683,HANAFIANTO PRABOWO,02:08:57,INDONESIAN,196,Male,219,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-116939,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
253,20638,ENDRA KUSUMAH,02:09:08,INDONESIAN,197,Male,220,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-116894,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
254,23005,AGUS JUNUS NOTOPRASETIO,02:09:20,INDONESIAN,198,Male,221,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-119117,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
255,22763,BERLIN,02:09:23,INDONESIAN,199,Male,222,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-118890,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
256,20481,DEDDY HARMALI,02:09:24,INDONESIAN,200,Male,223,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-116741,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
257,22558,ARIF NURKHAMID,02:09:33,INDONESIAN,201,Male,224,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-118691,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
258,20789,LEMAN DEWI,02:09:41,INDONESIAN,202,Male,225,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-117040,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
259,25486,STEPHEN FULLER,02:09:49,OVERALL,21,Male,226,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-120170,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
260,20700,MUHAMMAD FANTIKA MAULADI,02:09:49,INDONESIAN,203,Male,227,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-116955,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
261,22946,INDRA ADYAKSHA,02:09:56,INDONESIAN,204,Male,228,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-119063,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
262,22528,FAJAR DWI UNTORO,02:09:57,INDONESIAN,205,Male,229,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-118663,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
263,20655,AHMAD ZAKY AMIRUDDIN,02:10:00,INDONESIAN,206,Male,230,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-116911,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
264,24057,PATRICK MATIUS,02:10:02,INDONESIAN,207,Male,231,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-119989,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
265,23376,DIDIN SAJINI,02:10:04,INDONESIAN,208,Male,232,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-119466,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
266,21600,DEVI MEILANA CHRISTANTI,02:10:07,INDONESIAN,30,Female,34,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-117803,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
267,20474,DEDE APRIYANTO,02:10:10,INDONESIAN,209,Male,233,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-116734,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
268,21870,EDWARD LIMANTORO,02:10:22,INDONESIAN,210,Male,234,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-118052,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
269,22130,DESY WULANDARI,02:10:23,INDONESIAN,31,Female,35,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-118286,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
270,20338,SUSANA,02:10:24,INDONESIAN,32,Female,36,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-116600,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
271,20867,GREGORIUS GELSON,02:10:29,INDONESIAN,211,Male,235,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-117118,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
272,23683,RIZKI PERDANA PUTRA,02:10:32,INDONESIAN,212,Male,236,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-119746,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
273,20791,PULUNG NUGROHO,02:10:38,INDONESIAN,213,Male,237,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-117042,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
274,23643,IRVAN PENGABDIAN,02:10:43,INDONESIAN,214,Male,238,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-119706,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
275,21912,RODI DARUSMAN,02:10:45,INDONESIAN,215,Male,239,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-118093,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
276,22911,ROBBY OKTAWIANTO,02:11:26,INDONESIAN,216,Male,240,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-119029,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
277,20357,YUSWAN TRIADI GUNA,02:11:28,INDONESIAN,217,Male,241,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_66.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-66-3-116619,http://results.scorenow.co.id/results.aspx?CId=19723&RId=66
