Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,CP 1 - Km 2,CP 2 - Km 6,CP 3 - Km 10,"CP 4 - Km 17,5",Finish,race_name,race_large_logo,race_category,runner_id,race_link
501,A1015,Christian Janel Pinontoan,03:00:36,National,286,Male,410,Indonesia,00:00:36,00:15:50,00:31:37,00:33:16,01:05:00,00:34:15,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209077,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
502,A1096,Hidayat Subkhani,03:00:36,National,287,Male,411,Indonesia,00:00:46,00:14:40,00:28:30,00:32:32,01:07:27,00:36:38,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209158,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
503,A1310,Ridwan Gunawan Padang,03:00:49,National,288,Male,412,Indonesia,00:00:31,00:14:23,00:29:01,00:31:44,01:02:15,00:42:53,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209372,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
504,A1109,Asep Rudiyanto,03:00:56,National,289,Male,413,Indonesia,00:00:26,00:13:30,00:28:39,00:33:57,01:07:45,00:36:36,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209171,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
505,C1012,Dany Guruh Herlambang,03:00:56,Master,113,Male,414,Indonesia,00:00:25,00:14:03,00:28:25,00:33:39,01:07:46,00:36:35,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209074,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
506,A1357,Tommy Prakasa Utama,03:01:17,National,290,Male,415,Indonesia,00:00:45,00:12:14,00:28:31,00:34:56,01:06:04,00:38:44,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209418,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
507,A1121,Budiman,03:01:27,National,291,Male,416,Indonesia,00:00:24,00:14:46,00:31:00,00:33:10,01:05:02,00:37:03,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209183,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
508,A1677,Firstyomi Ramadona,03:01:28,National,292,Male,417,Indonesia,00:00:42,00:16:25,00:33:48,00:35:31,01:02:41,00:32:19,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209738,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
509,A1444,Siran,03:01:28,National,293,Male,418,Indonesia,00:01:40,00:15:29,00:33:20,00:35:58,01:02:01,00:32:57,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209505,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
510,A1445,Rahmat Hidayat,03:01:28,National,294,Male,419,Indonesia,00:00:40,00:16:22,00:33:25,00:35:57,01:02:42,00:32:20,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-1-209506,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
