Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,KM 10,KM 15,KM 18,"KM 21,1",KM 25,KM 30,KM 35,"KM 40,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
968,E10085,Lisya Wati,05:55:25,National,41,Female,103,Indonesia,00:00:18,00:34:22,00:36:42,00:38:38,00:25:28,00:25:57,00:38:39,00:44:25,00:46:28,00:52:07,00:12:18,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198391,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
969,C11168,Rony Tanjung,05:55:40,Master,336,Male,866,Indonesia,00:01:33,00:41:06,00:39:16,00:39:09,00:25:54,00:25:01,00:33:50,00:43:11,00:44:19,00:49:09,00:13:06,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199474,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
970,B10892,Bagus Maulana,05:55:43,National,512,Male,867,Indonesia,00:01:33,00:41:06,00:39:16,00:39:10,00:25:53,00:25:02,00:33:49,00:43:08,00:44:20,00:49:12,00:13:09,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199198,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
971,C10210,Syamsul Bahri,05:55:47,Master,337,Male,868,Indonesia,00:00:42,00:38:48,00:37:51,00:38:30,00:23:23,00:25:57,00:34:41,00:42:59,00:49:07,00:48:52,00:14:53,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198516,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
972,B10341,Muhammad Najib Habibullah,05:55:52,National,513,Male,869,Indonesia,00:01:32,00:37:44,00:35:16,00:36:11,00:23:40,00:27:49,00:33:38,00:48:46,00:47:40,00:51:08,00:12:26,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198647,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
973,B11017,Eggi Bagus Indriatmoko,05:55:52,National,514,Male,870,Indonesia,00:01:11,00:39:47,00:36:09,00:37:44,00:22:56,00:24:02,00:31:54,00:45:53,00:47:45,00:53:01,00:15:26,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199323,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
974,C11565,Irmawan Sadikin,05:55:53,Master,338,Male,871,Indonesia,00:01:22,00:36:11,00:37:10,00:36:13,00:22:16,00:24:47,00:33:39,00:47:56,00:57:05,00:47:49,00:11:21,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199871,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
975,B10632,Ramadonal,05:55:54,National,515,Male,872,Indonesia,00:00:34,00:34:47,00:35:46,00:36:38,00:25:41,00:26:00,00:35:10,00:48:18,00:48:09,00:51:37,00:13:09,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198938,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
976,C10244,Idham Ismail,05:55:58,Master,339,Male,873,Indonesia,00:01:42,00:35:54,00:34:15,00:38:50,00:25:03,00:28:14,00:37:59,00:50:45,00:41:52,00:49:07,00:12:12,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198550,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
977,B10014,Fandi Aprilianto,05:56:02,National,516,Male,874,Indonesia,00:01:14,00:40:58,00:38:59,00:40:53,00:25:30,00:24:48,00:38:44,00:41:42,00:42:30,00:46:14,00:14:25,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198320,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
978,E11165,Syeba Gracia Dasuha,05:56:06,National,42,Female,104,Indonesia,00:01:44,00:37:48,00:36:59,00:39:21,00:23:22,00:26:05,00:35:16,00:47:43,00:44:42,00:50:09,00:12:52,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199471,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
979,C10503,Zahriansyah Deny Hariyanto,05:56:15,Master,340,Male,875,Indonesia,00:01:12,00:39:40,00:36:04,00:35:20,00:21:36,00:22:45,00:29:19,00:46:11,00:51:52,00:56:29,00:15:41,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198809,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
980,C10311,Khanifudin Efendi,05:56:21,Master,341,Male,876,Indonesia,00:00:36,00:31:54,00:31:23,00:34:38,00:22:39,00:27:22,00:37:58,00:48:45,00:51:36,00:55:52,00:13:35,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198617,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
981,C10716,David Am,05:56:22,Master,342,Male,877,Indonesia,00:00:03,00:28:57,00:29:33,00:33:52,00:20:56,00:22:59,00:34:45,00:52:21,00:57:08,01:00:48,00:14:54,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199022,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
982,C10421,Yono Cahyono,05:56:25,Master,343,Male,878,Indonesia,00:00:15,00:35:12,00:35:10,00:35:29,00:21:25,00:22:10,00:43:07,00:45:13,00:49:41,00:54:52,00:13:46,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198727,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
983,B11142,Masrur Abdull Hamid Ghani,05:56:27,National,517,Male,879,Indonesia,00:00:56,00:34:38,00:34:08,00:36:26,00:25:28,00:26:39,00:33:42,00:49:12,00:52:44,00:49:19,00:13:09,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199448,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
984,B11375,R Bg Michael Ardian,05:56:35,National,518,Male,880,Indonesia,00:00:33,00:34:50,00:36:20,00:37:08,00:22:10,00:23:45,00:33:23,00:49:44,00:54:24,00:51:30,00:12:43,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199681,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
985,C10417,Apep Mokhamad Komarna Noormansyah,05:56:37,Master,344,Male,881,Indonesia,00:00:35,00:34:49,00:35:11,00:35:31,00:22:07,00:28:26,00:35:52,00:50:47,00:51:58,00:48:54,00:12:24,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198723,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
986,B10588,Azwar Khamid,05:56:39,National,519,Male,882,Indonesia,00:01:00,00:36:58,00:35:41,00:37:30,00:23:49,00:25:13,00:36:04,00:49:36,00:47:27,00:49:52,00:13:24,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198894,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
987,B10925,Cornelius Febrian Elsamanda,05:56:43,National,520,Male,883,Indonesia,00:01:33,00:35:45,00:33:47,00:35:06,00:21:30,00:23:21,00:36:10,00:47:12,00:49:53,00:59:34,00:12:47,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199231,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
988,B10316,Candra Halim Ash Shiddiq,05:56:44,National,521,Male,884,Indonesia,00:00:43,00:37:40,00:36:51,00:36:33,00:23:15,00:23:35,00:32:01,00:45:04,00:48:58,00:57:27,00:14:32,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198622,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
989,B10514,Abdul Majid Matrois,05:56:45,National,522,Male,885,Indonesia,00:00:32,00:32:05,00:30:28,00:32:57,00:21:11,00:28:04,00:44:57,00:48:44,00:49:53,00:54:33,00:13:17,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198820,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
990,B10660,Musafak,05:56:45,National,523,Male,886,Indonesia,00:01:09,00:36:05,00:34:23,00:34:54,00:20:59,00:22:00,00:37:36,00:48:01,00:48:59,00:59:36,00:12:57,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198966,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
991,B10741,Putu Yoga,05:56:48,National,524,Male,887,Indonesia,00:00:45,00:35:11,00:34:44,00:35:26,00:22:24,00:24:27,00:35:53,00:48:31,00:52:58,00:53:50,00:12:33,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199047,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
992,C10150,Ahmad Sobari Ridwan,05:56:49,Master,345,Male,888,Indonesia,00:00:42,00:42:37,00:42:01,00:42:42,00:25:29,00:26:28,00:33:07,00:42:19,00:42:36,00:46:22,00:12:21,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198456,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
993,B10951,Puntadewa Ari Pratama,05:56:51,National,525,Male,889,Indonesia,00:00:05,00:33:58,00:33:08,00:34:21,00:21:29,00:23:05,00:34:46,00:55:33,00:52:03,00:54:02,00:14:16,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199257,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
994,C10630,Ahmad Tarwi,05:57:08,Master,346,Male,890,Indonesia,00:00:44,00:35:10,00:34:46,00:35:28,00:21:37,00:26:35,00:35:15,00:45:40,00:53:07,00:55:36,00:13:06,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198936,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
995,B10470,Syaiful Fadli,05:57:15,National,526,Male,891,Indonesia,00:00:45,00:34:40,00:35:11,00:35:30,00:21:32,00:22:32,00:40:12,00:49:31,00:52:06,00:51:05,00:14:04,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198776,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
996,B10019,Mochamad Firman Harisman,05:57:17,National,527,Male,892,Indonesia,00:00:36,00:29:52,00:29:57,00:35:16,00:22:30,00:34:46,00:40:41,00:49:04,00:51:02,00:50:10,00:13:18,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198325,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
997,B10538,Dillan Kibar Dzikrika,05:57:22,National,528,Male,893,Indonesia,00:01:32,00:36:34,00:35:24,00:36:36,00:24:00,00:25:13,00:34:12,00:49:47,00:51:36,00:49:08,00:13:16,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198844,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
998,C11324,Mohammad Ichsan,05:57:24,Master,347,Male,894,Indonesia,00:00:48,00:36:01,00:34:34,00:36:14,00:22:52,00:24:48,00:41:20,00:48:09,00:52:13,00:48:27,00:11:53,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199630,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
999,B10133,Fajar Setyo Widodo,05:57:30,National,529,Male,895,Indonesia,00:00:39,00:34:42,00:34:23,00:35:49,00:24:00,00:27:01,00:35:08,00:49:13,00:49:37,00:53:38,00:13:15,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198439,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
1000,B10211,Agustinus Damar Wahyu Nugroho,05:57:31,National,530,Male,896,Indonesia,00:00:26,00:36:05,00:35:09,00:36:56,00:23:19,00:24:22,00:32:40,00:51:52,00:49:16,00:54:01,00:13:20,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198517,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
