Pos,Bib No,Name,Time,Gender,Gen Pos,CP 1 - KM 4.6,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,F6435,Claire Wong,DNS,Female,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172367,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,F6436,Tang Jie,DNS,Female,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172368,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,M6439,Hugo,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172371,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,F6440,Yovita,DNS,Female,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172372,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,F6441,Rafika,DNS,Female,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172373,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,F6442,Felicia,DNS,Female,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172374,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,M6444,Rendy kusdiana,DNS,Male,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172376,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6445,NEW ENTRY 107,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172377,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6446,NEW ENTRY 108,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172378,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6447,NEW ENTRY 109,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172379,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6448,NEW ENTRY 110,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172380,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6449,NEW ENTRY 111,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172381,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6450,NEW ENTRY 112,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172382,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6451,NEW ENTRY 113,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172383,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6452,NEW ENTRY 114,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172384,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6453,NEW ENTRY 115,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172385,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6454,NEW ENTRY 116,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172386,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6455,NEW ENTRY 117,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172387,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6456,NEW ENTRY 118,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172388,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6457,NEW ENTRY 119,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172389,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6458,NEW ENTRY 120,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172390,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6459,NEW ENTRY 121,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172391,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6460,NEW ENTRY 122,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172392,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6461,NEW ENTRY 123,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172393,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6462,NEW ENTRY 124,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172394,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6463,NEW ENTRY 125,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172395,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6464,NEW ENTRY 126,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172396,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6465,NEW ENTRY 127,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172397,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6466,NEW ENTRY 128,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172398,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6467,NEW ENTRY 129,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172399,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6468,NEW ENTRY 130,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172400,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6469,NEW ENTRY 131,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172401,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6470,NEW ENTRY 132,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172402,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6471,NEW ENTRY 133,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172403,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6472,NEW ENTRY 134,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172404,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6473,NEW ENTRY 135,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172405,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6474,NEW ENTRY 136,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172406,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6475,NEW ENTRY 137,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172407,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6476,NEW ENTRY 138,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172408,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
