Pos,Bib No,Name,Time,KM5.09,Finish,race_name,race_large_logo,race_category,runner_id,race_link
101,1988,Asmara Siswandari,01:14:36.400,00:36:30.350,00:37:51.333,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167414,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
102,1609,Anggy Puspasari,01:14:42.333,00:39:31.647,00:34:23.437,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167035,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
103,1129,Tiara Talitha Ramschie,01:14:47.550,00:35:38.617,00:38:56.243,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166555,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
104,1556,Laurensia Irma Saraswati,01:14:52.430,00:35:47.757,00:38:36.617,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166982,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
105,1269,Desi Ulfa Sukriani,01:14:52.970,00:34:54.933,00:39:48.407,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166695,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
106,1151,Calvina Chrestella,01:15:02.750,00:34:52.363,00:40:00.137,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166577,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
107,1902,DKI 33,01:15:03.787,00:36:35.127,00:37:52.533,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167328,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
108,1489,Nadhilaarda,01:15:06.663,00:34:11.373,00:40:25.190,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166915,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
109,1472,Jessica Adya Astari,01:15:07.897,00:36:20.397,00:38:34.200,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166898,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
110,1107,Retna Ariany,01:15:30.800,00:34:53.077,00:40:31.777,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166533,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
111,1162,Lisa Fadilla,01:15:33.013,00:34:31.293,00:40:20.793,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166588,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
