Pos,Race No,Name,Time,Gender,Gen Pos,Start,Checkpoint 1 - Km 7,"Checkpoint 2 - Km 14,35","Checkpoint 3 - Km 18,5","Checkpoint 4 - Km 20,65",Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
151,3140,Gandhi Y Irawan,02:46:51,Male,130,00:00:30,00:55:42,00:50:29,00:32:28,00:22:11,00:05:27,7:50 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-1-196829,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
152,3313,Usman,02:48:47,Male,131,00:00:23,00:54:20,00:49:24,00:34:17,00:22:48,00:07:33,7:55 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-1-197002,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
153,3246,Muhammad Ikbal,02:48:47,Male,132,00:00:25,00:54:19,00:49:23,00:34:32,00:23:49,00:06:17,7:55 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-1-196935,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
154,3182,Frasandi,02:48:47,Male,133,00:00:23,00:54:21,00:49:24,00:34:14,00:22:49,00:07:34,7:55 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-1-196871,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
155,3183,Selpian H Lumala,02:48:47,Female,19,00:00:22,00:54:20,00:49:25,00:34:34,00:22:30,00:07:33,7:55 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-1-196872,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
156,3124,Adniwan Shubhi Banuzaki,02:49:39,Male,134,00:00:06,00:48:48,00:49:37,00:37:14,00:27:38,00:06:14,7:58 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-1-196813,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
157,3266,Pasia,02:51:03,Male,135,00:00:11,00:50:22,00:53:45,00:40:31,00:20:46,00:05:26,8:02 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-1-196955,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
158,3298,Septian Richman Yunus,02:51:41,Male,136,00:00:03,00:47:55,00:51:30,00:41:44,00:23:57,00:06:29,8:03 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-1-196987,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
159,3231,Mohammad Dylan,02:51:44,Male,137,00:00:22,00:55:49,00:50:26,00:35:21,00:23:56,00:05:48,8:03 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-1-196920,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
160,3216,Meity Tamin,02:51:46,Female,20,00:00:09,00:50:14,00:51:36,00:40:06,00:22:51,00:06:46,8:04 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-1-196905,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
