Pos,Race No,Name,Time,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
1,771,Made Angga Kurniawan,00:44:43,Male,1,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4812,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
2,976,Wisni Mahenrdra Wisnu,00:54:20,Male,2,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-5017,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
3,948,Tri Joko Santoso,00:54:56,Male,3,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4989,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
4,517,Agung Nur Permana -,00:57:12,Male,4,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4558,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
5,559,Arif Sukarseni,00:59:09,Male,5,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4600,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
6,817,Muhammad Rizal Najibu Khoir,00:59:55,Male,6,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4858,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
7,862,Pandu Trapsila Adi,01:00:50,Male,7,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4903,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
8,662,Frenky Priyadana -,01:02:56,Male,8,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4703,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
9,749,Latifatul Mufida,01:04:22,Female,1,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4790,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
10,899,Rizky Tartila Pradana,01:05:45,Male,9,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4940,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
