Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,CP 1 - KM 6,CP 2 - KM 9.41,CP 3 - KM 17.22,Finish,race_name,race_large_logo,race_category,runner_id,race_link
1,A1152,Mathew samperu,01:03:06,OVERALL Top 3,1,Male,1,Kenya,00:17:25,00:09:48,00:23:07,00:12:45,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180102,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
2,A1767,Stephen Mungathia Mugambi,01:03:50,OVERALL Top 3,2,Male,2,Kenya,00:17:24,00:09:47,00:23:10,00:13:27,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180717,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
3,A1424,Peter ndungu wanyoike,01:03:59,OVERALL Top 3,3,Male,3,Kenya,00:17:24,00:09:49,00:23:49,00:12:55,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180374,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
4,A4898,JOSEPH MWANGI NGARE,01:04:23,INTERNATIONAL,1,Male,4,Kenya,00:17:25,00:09:58,00:23:56,00:13:01,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-183847,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
5,A1025,CHARLES MUNYUA NJOKI,01:05:32,INTERNATIONAL,2,Male,5,Kenya,00:17:30,00:10:11,00:24:25,00:13:25,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-179975,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
6,C1231,Robi Syianturi,01:06:51,NATIONAL Top 8,1,Male,6,Indonesia,00:18:46,00:10:30,00:24:33,00:13:00,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180181,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
7,C3643,Rikki,01:06:54,NATIONAL Top 8,2,Male,7,Indonesia,00:18:45,00:10:32,00:24:32,00:13:02,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-182592,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
8,C3329,Pandu Sukarya,01:08:29,NATIONAL Top 8,3,Male,8,Indonesia,00:18:45,00:10:37,00:25:24,00:13:40,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-182278,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
9,C1229,Syamsuddin massa,01:08:53,NATIONAL Top 8,4,Male,9,Indonesia,00:18:49,00:10:39,00:25:30,00:13:54,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180179,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
10,C1137,Nofeldi petingko,01:09:12,NATIONAL Top 8,5,Male,10,Indonesia,00:18:48,00:10:50,00:25:47,00:13:44,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180087,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
11,C1092,Nurshodiq,01:10:12,NATIONAL Top 8,6,Male,11,Indonesia,00:18:51,00:10:47,00:26:12,00:14:19,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180042,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
12,C1189,Iqbal Saputra,01:10:49,NATIONAL Top 8,7,Male,12,Indonesia,00:19:41,00:11:09,00:25:54,00:14:02,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180139,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
13,C4584,Immanuel hutasoit,01:13:08,NATIONAL Top 8,8,Male,13,Indonesia,00:19:58,00:11:39,00:27:21,00:14:08,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-183533,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
14,C1099,Atjong Tio Purwanto,01:13:20,NATIONAL,1,Male,14,Indonesia,00:19:58,00:11:39,00:27:20,00:14:20,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180049,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
15,C2368,JAUHARI JOHAN,01:14:18,NATIONAL,2,Male,15,Indonesia,00:20:30,00:11:55,00:26:33,00:15:16,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-181317,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
