Pos,Race No,Name,Time,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
251,576,Nurul Fatyhah Binti Baharuddin,04:51:12,Female,39,Malaysia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-91031,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
252,595,Rissa Morales,04:52:30,Female,40,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-91050,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
253,467,Ida Budiyanti,04:53:57,Female,41,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90922,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
254,512,Lina Hung,04:54:03,Female,42,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90967,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
255,571,Noraliza Mohd Azam,04:55:24,Female,43,Malaysia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-91026,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
256,577,Nurul Idayu Khairuddin,04:55:24,Female,44,Malaysia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-91032,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
257,463,Herman Setiawan,04:57:07,Male,213,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90918,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
258,382,David Lennon,04:59:09,Male,214,Australia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90837,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
259,507,Lanny Lanny,05:01:49,Female,45,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90962,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
260,418,Erik Tirtawijaya,05:01:50,Male,215,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90873,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
261,523,Maria Cellina Wijaya,05:05:35,Female,46,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90978,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
262,324,Alif Dio Atmando,05:05:35,Male,216,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90779,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
263,317,Ahmad Baydwi,05:06:36,Male,217,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90772,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
264,616,Sandy Dalengkade,05:06:36,Male,218,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-91071,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
265,427,Farid Thalib,05:06:36,Male,219,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90882,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
266,436,Fitria Anggraeni,05:08:12,Female,47,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90891,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
267,353,Basyar Pabbicara,05:10:02,Male,220,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90808,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
268,358,Bernaded Mualim,05:12:13,Female,48,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90813,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
269,597,Rita Kurniawati,05:12:16,Female,49,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-91052,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
