Pos,Bib No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
301,J50578,Aziz Mardiansyah,02:24:25,02:24:04,Closed,168,Male,266,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32930,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
302,G20378,Purwantiko Yunaryo,02:24:35,02:23:17,Open,99,Male,267,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28800,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
303,J50223,Pandit Anom Satrio,02:24:35,02:24:34,Closed,169,Male,268,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32575,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
304,G20280,Djoni Susanto,02:24:46,02:23:34,Open,100,Male,269,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28702,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
305,J50336,Dwi Rahayu,02:24:47,02:24:08,Closed,170,Male,270,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32688,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
306,G20281,Harjono,02:24:47,02:23:34,Open,101,Male,271,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28703,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
307,G20194,Edwardus Randy Ekha Mahendra,02:24:58,02:23:37,Open,102,Male,272,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28616,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
308,G20041,Erich Hendro Prabowo,02:25:03,02:24:47,Open,103,Male,273,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28463,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
309,G20290,Andri Santoso,02:25:09,02:24:26,Open,104,Male,274,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28712,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
310,J50165,Fajar Diantika,02:25:12,02:24:27,Closed,171,Male,275,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32517,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
311,J50466,David Hermawan Chandra,02:25:20,02:24:27,Closed,172,Male,276,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32818,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
312,K50465,Vonny,02:25:20,02:24:27,Closed,19,Female,36,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32817,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
313,J50103,Joseph Susanto,02:25:23,02:24:32,Closed,173,Male,277,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32455,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
314,G20481,Boggy M Setiawan,02:25:31,02:24:04,Open,105,Male,278,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28903,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
315,J50469,Rizki Herwindo,02:25:32,02:24:34,Closed,174,Male,279,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32821,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
316,J50396,Salman Agus,02:25:47,02:24:37,Closed,175,Male,280,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32748,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
317,J50372,Hansa Lutfi Pradipta,02:25:50,02:25:14,Closed,176,Male,281,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32724,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
318,H20124,Dian Zughlul Arifah,02:25:54,02:24:30,Open,18,Female,37,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28546,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
319,G20110,Hari Murti,02:25:55,02:25:43,Open,106,Male,282,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28532,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
320,K50564,Inge,02:25:59,02:24:57,Closed,20,Female,38,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-32916,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
321,G20424,Daud Gwang,02:26:03,02:25:54,Open,107,Male,283,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-2-28846,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
