Pos,Bib No,Name,Time,Category,Cat Pos,Gender,"CP1 - KM 2,8",CP2 - KM 10,"CP3 - KM 14,7",CP4 - KM 18,Finish,race_name,race_large_logo,race_category,runner_id,race_link
51,A107,Hendrik Liusmandari,01:52:24.520,Open,20,Male,00:15:56.517,00:54:24.640,01:20:12.320,01:36:46.873,01:52:24.520,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167554,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
52,A165,Eko Aprilianto Handoko,01:53:01.527,Open,21,Male,00:15:11.407,00:53:02.767,01:18:48.827,01:36:02.917,01:53:01.527,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167612,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
53,C200,Anjhani Anjhani,01:53:13.457,Open,5,Female,00:12:40.863,00:48:53.410,01:15:49.627,01:34:44.527,01:53:13.457,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167647,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
54,A78,Agung Pambudi,01:54:18.087,Open,22,Male,00:15:52.640,00:54:36.437,01:20:20.130,01:36:44.210,01:54:18.087,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167525,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
55,A208,Aulya Rahman,01:55:29.383,Open,23,Male,00:15:57.797,00:53:33.597,01:20:04.700,01:38:18.497,01:55:29.383,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167655,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
56,A361,Bni Tiga,01:55:30.110,Open,24,Male,00:15:31.027,00:54:23.653,01:20:12.053,01:37:46.763,01:55:30.110,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167807,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
57,A220,Achmad Syarifuddin,01:55:41.963,Open,25,Male,00:15:53.823,00:54:25.360,01:20:22.483,01:38:17.987,01:55:41.963,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167667,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
58,D59,Tjie Mey Lie,01:55:46.110,Master,4,Female,00:14:17.540,00:52:31.197,01:19:22.927,01:37:46.803,01:55:46.110,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167506,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
59,A247,Abdurrahim Ramadhan Lubis,01:56:26.037,Open,26,Male,00:15:26.850,00:54:35.000,01:20:35.383,01:38:30.207,01:56:26.037,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167693,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
60,B176,Endi Yuniarmoko,01:56:44.027,Master,19,Male,00:14:05.237,00:52:32.687,01:19:59.827,01:38:15.743,01:56:44.027,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167623,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
61,B175,Paulus Oliver Yoesoef,01:56:47.170,Master,20,Male,00:14:05.503,00:52:37.847,01:20:00.140,01:38:19.317,01:56:47.170,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167622,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
62,B198,Joko Pramono,01:57:12.443,Master,21,Male,00:14:09.587,00:51:29.113,01:18:25.997,01:37:57.383,01:57:12.443,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167645,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
63,A289,Herwindo Gunawan,01:57:26.167,Open,27,Male,00:14:24.970,00:52:24.280,01:20:05.767,01:39:23.520,01:57:26.167,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167735,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
64,B292,Jeffry Hosea,01:57:49.637,Master,22,Male,00:14:01.807,00:53:32.233,01:20:28.053,01:39:18.657,01:57:49.637,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-1-167738,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
