Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,KM 10,"KM 12,3",KM 15,"KM 16,9","KM 19,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
501,K21164,Rena Maulina,02:09:45,National,47,Female,53,Indonesia,00:01:25,00:28:37,00:28:34,00:16:09,00:14:05,00:13:07,00:17:18,00:10:28,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201170,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
502,H23107,Okky Prawira,02:09:45,National,442,Male,449,Indonesia,00:01:08,00:29:45,00:28:20,00:16:21,00:14:59,00:12:41,00:16:50,00:09:38,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203113,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
503,H23708,Faried Isthi Nugroho,02:09:45,National,443,Male,450,Indonesia,00:01:39,00:29:59,00:27:40,00:15:53,00:14:03,00:12:31,00:17:32,00:10:25,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203714,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
504,24410,FAIZIN KADNI,02:09:46,National,444,Male,451,,00:03:21,00:58:35,,,,,,02:09:46,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204415,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
505,24409,MEMMY SORAYA,02:09:47,National,48,Female,54,,00:03:20,00:58:26,,,,,,02:09:47,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204414,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
506,K23090,Muryani Evana,02:09:48,National,49,Female,55,Indonesia,00:02:37,00:31:44,00:29:04,00:15:20,00:13:35,00:12:30,00:15:29,00:09:26,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203096,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
507,H22582,Daniel Kristianto,02:09:49,National,445,Male,452,Indonesia,00:00:04,00:28:46,00:28:01,00:15:24,00:14:24,00:13:27,00:19:14,00:10:26,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202588,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
508,H23230,Jencien Restantio,02:09:52,National,446,Male,453,Indonesia,00:00:18,00:27:56,00:27:52,00:16:24,00:14:55,00:13:52,00:18:24,00:10:06,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203236,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
509,H23137,Tsaqif Al Ghani,02:09:53,National,447,Male,454,Indonesia,00:00:52,00:28:55,00:27:49,00:16:13,00:13:55,00:13:11,00:18:42,00:10:12,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203143,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
510,H20082,Dwi Saputra,02:09:54,National,448,Male,455,Indonesia,00:00:05,00:26:33,00:28:04,00:16:06,00:14:02,00:13:50,00:19:11,00:11:59,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200089,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
511,H22588,Alfred Limbong,02:09:54,National,449,Male,456,Indonesia,00:00:03,00:28:06,00:27:37,00:15:59,00:15:23,00:13:49,00:18:51,00:10:02,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202594,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
