Pos,Bib No,Name,Time,Net Time,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
301,1150,Agustinus Hudiioro,04:13:16,04:12:54,Male,238,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12753,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
302,639,Budi Purnomo,04:13:35,04:12:11,Male,239,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12243,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
303,695,Alexandra Sachlan,04:13:40,04:12:55,Male,240,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12299,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
304,653,Christina Natalia Widjaja,04:13:54,04:13:01,Female,64,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12257,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
305,941,Rietmadhanty Angelica,04:14:12,04:13:43,Female,65,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12545,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
306,771,Hendrik Kurniawan,04:14:19,04:13:39,Male,241,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12375,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
307,1089,Rudi Rusli,04:14:54,04:14:48,Male,242,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12692,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
308,956,Rozella Tini Abdul Manan,04:14:55,04:13:03,Female,66,Malaysia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12560,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
309,755,Hafizah Hassan,04:15:06,04:14:56,Female,67,Malaysia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12359,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
310,995,Suparto Suparto,04:15:12,04:15:07,Male,243,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12599,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
311,997,Susilowati Notoadihardjo,04:15:14,04:14:06,Female,68,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12601,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
312,746,Galuh Nawang,04:15:14,04:14:07,Female,69,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12350,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
313,690,Ditok Wicaksono,04:15:41,04:15:40,Male,244,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12294,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
