Pos,Bib No,Name,Time,Gender,Gen Pos,Start,CP 1,Finish,race_name,race_large_logo,race_category,runner_id,race_link
51,34,Alejandra Giraldo,00:37:11,Female,17,00:00:00,00:17:49,00:37:11,Bali Race Series 004 : Seseh Loop Du Jour 2024,https://images.racetec.net/results/racelogo/19723/19723_172.jpg,6.2 K,http://results.scorenow.co.id/myresults.aspx?uid=19723-172-1-222945,http://results.scorenow.co.id/results.aspx?CId=19723&RId=172
52,27,Fysh Liam,00:38:12,Female,18,00:00:03,00:17:43,00:38:12,Bali Race Series 004 : Seseh Loop Du Jour 2024,https://images.racetec.net/results/racelogo/19723/19723_172.jpg,6.2 K,http://results.scorenow.co.id/myresults.aspx?uid=19723-172-1-222938,http://results.scorenow.co.id/results.aspx?CId=19723&RId=172
53,13,Banyubening Prieta Suryaningtias,00:38:24,Female,19,00:00:02,00:18:35,00:38:24,Bali Race Series 004 : Seseh Loop Du Jour 2024,https://images.racetec.net/results/racelogo/19723/19723_172.jpg,6.2 K,http://results.scorenow.co.id/myresults.aspx?uid=19723-172-1-222924,http://results.scorenow.co.id/results.aspx?CId=19723&RId=172
54,41,Tatiana Markova,00:41:32,Female,20,00:00:02,00:19:54,00:41:32,Bali Race Series 004 : Seseh Loop Du Jour 2024,https://images.racetec.net/results/racelogo/19723/19723_172.jpg,6.2 K,http://results.scorenow.co.id/myresults.aspx?uid=19723-172-1-222952,http://results.scorenow.co.id/results.aspx?CId=19723&RId=172
55,40,Jason Campbell,00:43:44,Male,35,00:00:01,,00:43:44,Bali Race Series 004 : Seseh Loop Du Jour 2024,https://images.racetec.net/results/racelogo/19723/19723_172.jpg,6.2 K,http://results.scorenow.co.id/myresults.aspx?uid=19723-172-1-222951,http://results.scorenow.co.id/results.aspx?CId=19723&RId=172
56,23,Sifu Jeson,00:43:52,Male,36,00:00:04,00:20:12,00:43:52,Bali Race Series 004 : Seseh Loop Du Jour 2024,https://images.racetec.net/results/racelogo/19723/19723_172.jpg,6.2 K,http://results.scorenow.co.id/myresults.aspx?uid=19723-172-1-222934,http://results.scorenow.co.id/results.aspx?CId=19723&RId=172
57,47,Inez Sirait,00:43:55,Female,21,00:00:04,00:20:12,00:43:55,Bali Race Series 004 : Seseh Loop Du Jour 2024,https://images.racetec.net/results/racelogo/19723/19723_172.jpg,6.2 K,http://results.scorenow.co.id/myresults.aspx?uid=19723-172-1-222958,http://results.scorenow.co.id/results.aspx?CId=19723&RId=172
58,48,Agnes Ika,00:44:25,Female,22,00:00:02,00:20:32,00:44:25,Bali Race Series 004 : Seseh Loop Du Jour 2024,https://images.racetec.net/results/racelogo/19723/19723_172.jpg,6.2 K,http://results.scorenow.co.id/myresults.aspx?uid=19723-172-1-222959,http://results.scorenow.co.id/results.aspx?CId=19723&RId=172
