Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Swim,Cycle,Run,race_name,race_large_logo,race_category,runner_id,race_link
1,C82,JAUHARI JOHAN,02:11:30,C (Men 32-37),1,Male,1,Indonesia,00:26:37,01:04:16,00:36:54,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-2-38762,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
2,A 73,ADY AKHMAD JUKARDY,02:26:46,A (Men 16-31),1,Male,2,Indonesia,00:35:18,01:04:12,00:43:12,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-2-38753,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
3,F248,Rosanna Bille,02:34:32,B (Women 16-31),1,Female,1,Great Britain,00:28:18,01:14:44,00:46:59,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-2-38928,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
4,A 53,JASON YOE,02:37:27,A (Men 16-31),2,Male,3,Netherlands,00:31:44,00:58:47,01:01:32,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-2-38733,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
5,E138,Geoffrey Leonard,02:39:19,E (Men 38-43),1,Male,4,Great Britain,00:31:50,01:08:48,00:52:11,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-2-38818,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
6,E115,SOLIHIN SOLIHIN,02:46:15,E (Men 38-43),2,Male,5,Indonesia,00:38:21,01:11:54,00:50:41,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-2-38795,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
7,E134,Mark Jackman,02:48:37,E (Men 38-43),3,Male,6,Great Britain,00:28:36,01:10:37,01:02:33,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-2-38814,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
8,E157,GERRY ALVIANTO,02:50:27,E (Men 38-43),4,Male,7,Indonesia,00:36:53,01:14:47,00:51:18,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-2-38837,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
9,C100,CHAIDIR AKBAR,02:53:45,C (Men 32-37),2,Male,8,Indonesia,00:41:03,01:10:08,00:57:10,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-2-38780,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
10,G210,ZDENEK FUKAR,02:57:48,G (Men 44-49),1,Male,9,Austria,00:31:19,01:10:03,01:08:11,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-2-38890,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
