Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,"CP 1 - KM 3,5","CP 2 - KM 8,02",Finish,race_name,race_large_logo,race_category,runner_id,race_link
218,H1161,Arif Yahya,01:06:46,Master 40,53,Male,190,Indonesia,00:00:16,00:23:41,00:30:08,00:12:40,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5114,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
219,J1605,RATU RIYA Putri,01:06:46,Open,12,Female,29,Indonesia,00:00:09,00:22:56,00:30:58,00:12:42,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5558,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
220,G1401,Brian Rivan,01:06:53,Open,125,Male,191,Indonesia,00:00:03,00:22:46,00:31:12,00:12:49,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5354,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
221,G1632,Septian Rahman,01:06:55,Open,119,Male,192,Indonesia,00:00:49,00:23:15,00:30:28,00:12:21,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5585,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
222,G1147,Kukuh Ade Wijaya,01:06:56,Open,,Male,193,Indonesia,,00:29:30,00:27:06,00:10:19,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5100,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
223,1774,Oom Rianingsih,01:07:00,Open,13,Female,30,Indonesia,00:00:22,00:22:57,00:30:57,00:12:42,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5727,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
224,1770,Ng Wati,01:07:01,Open,14,Female,31,Indonesia,00:00:23,00:21:55,00:31:04,00:13:38,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5723,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
225,G1233,Wahyu Festiawan,01:07:05,Open,127,Male,194,Indonesia,00:00:05,00:21:06,00:32:50,00:13:02,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5186,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
226,1764,Derry Ambardi,01:07:09,Open,122,Male,195,Indonesia,00:00:45,00:22:28,00:31:19,00:12:35,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5717,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
227,H1388,Hari Edi Nurochman,01:07:10,Master 40,54,Male,196,Indonesia,00:00:25,00:23:31,00:30:16,00:12:56,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5341,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
228,G1309,Gadang Budiarsyad,01:07:14,Open,129,Male,197,Indonesia,00:00:06,00:22:58,00:31:13,00:12:55,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5262,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
229,G1515,Handi Achmad Nur Hidayad,01:07:15,Open,,Male,198,Indonesia,,,00:47:20,00:19:54,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5468,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
230,G1451,SIGIT Kuncoro,01:07:19,Open,126,Male,199,Indonesia,00:00:25,00:22:36,00:31:06,00:13:10,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5404,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
231,K1343,Novita Dewi Susanti,01:07:23,Master 40,14,Female,32,Indonesia,00:00:04,00:23:32,00:31:18,00:12:28,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5296,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
232,H1344,Andy Kurniawan,01:07:24,Master 40,56,Male,200,Indonesia,00:00:04,00:23:33,00:31:17,00:12:29,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5297,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
233,H1166,YOKI ADRIANUS,01:07:26,Master 40,57,Male,201,Indonesia,00:00:01,00:22:03,00:32:06,00:13:16,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5119,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
234,1897,hansa Lutfi pradipta,01:07:30,Open,131,Male,202,Indonesia,00:00:05,00:23:39,00:30:52,00:12:52,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5850,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
235,1827,Ismi Aisyah,01:07:30,Open,16,Female,33,Indonesia,00:00:03,00:23:42,00:30:52,00:12:52,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5780,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
236,1700,Dedek Manis,01:07:30,Open,133,Male,203,Indonesia,00:00:03,00:23:43,00:30:50,00:12:52,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5653,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
237,1809,Tom Kurniawan,01:07:30,Open,134,Male,204,Indonesia,00:00:03,00:23:44,00:30:52,00:12:50,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5762,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
238,J1470,Nita Setyati,01:07:38,Open,17,Female,34,Indonesia,00:00:03,00:22:19,00:31:56,00:13:20,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5423,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
239,1810,Andriyan Sigit,01:07:46,Open,130,Male,205,Indonesia,00:00:23,00:24:46,00:30:36,00:11:59,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5763,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
240,H1429,Tomy Yovan,01:07:46,Master 40,58,Male,206,Indonesia,00:00:01,00:23:06,00:31:17,00:13:20,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5382,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
241,1874,Ery Sumbodo,01:07:49,Open,,Male,207,Indonesia,,00:27:18,00:27:25,00:13:05,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5827,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
242,G1249,Fakhrul Arif,01:07:53,Open,132,Male,208,Indonesia,00:00:26,00:22:20,00:32:41,00:12:25,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5202,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
243,1719,Raden Anggit Adiyat Purwadhika,01:07:54,Open,140,Male,209,Indonesia,00:00:03,00:23:42,00:30:51,00:13:16,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5672,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
244,H1471,sujoko martin,01:07:55,Master 40,59,Male,210,Indonesia,00:00:06,00:24:19,00:31:02,00:12:27,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5424,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
245,J1523,Atika Kusumaningtyas,01:07:56,Open,18,Female,35,Indonesia,00:00:01,00:23:09,00:31:27,00:13:17,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5476,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
246,1762,Nicko Korem,01:07:59,Open,136,Male,211,Indonesia,00:00:20,00:24:41,00:31:47,00:11:09,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5715,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
247,J1654,Stena Wakkary,01:08:02,Open,19,Female,36,Indonesia,00:00:03,00:23:43,00:30:52,00:13:23,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5607,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
248,K1657,Noviati Ng,01:08:03,Master 40,15,Female,37,Indonesia,00:00:03,00:23:44,00:30:51,00:13:24,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5610,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
249,G1352,Agung Siswoyo,01:08:03,Open,128,Male,212,Indonesia,00:00:57,00:25:11,00:30:01,00:11:53,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5305,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
250,1707,Bobie Krisliano,01:08:03,Open,139,Male,213,Indonesia,00:00:13,00:22:43,00:32:07,00:12:59,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-2-5660,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
