Pos,Bib No,Name,Time,Net Time,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
101,1216,Elis Agus Wijayanto,07:46:15,07:46:05,Male,88,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-1-12819,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
102,1336,Sugeng Santoso,07:46:24,07:46:20,Male,89,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-1-12939,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
103,1350,Wahyu Widayat,07:46:33,07:46:22,Male,90,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-1-12953,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
104,1325,Saurabh Nagar,07:46:38,07:46:32,Male,91,India,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-1-12928,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
105,1256,Kento Takeuchi,07:48:30,07:48:23,Male,92,Japan,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-1-12859,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
106,1340,Syaiful Fadli,07:49:11,07:49:06,Male,93,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-1-12943,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
107,1284,Muhammad Catur Saifudin,07:49:12,07:49:00,Male,94,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-1-12887,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
108,1349,Vini Priardiyanti,07:51:28,07:51:24,Female,14,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-1-12952,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
109,1207,David Afredyanto,07:51:37,07:51:36,Male,95,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-1-12810,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
110,1212,Dwi Wahyu Setiadi,07:52:46,07:52:43,Male,96,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-1-12815,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
