Pos,Bib No,Name,Time,Category,Cat Pos,Gender,"CP1 - KM 3,01",Finish,race_name,race_large_logo,race_category,runner_id,race_link
201,M2056,Cecilia Lee,00:38:53.307,Master,9,Female,00:21:06.557,00:38:53.307,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-167866,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
202,J2379,Dimas Pulung Herjuno,00:39:00.097,Open,126,Male,00:22:36.973,00:39:00.097,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168189,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
203,J2456,Apri Prasetyo,00:39:00.733,Open,127,Male,00:21:43.207,00:39:00.733,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168266,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
204,J2773,Rico Bimo,00:39:04.270,Open,128,Male,00:22:12.927,00:39:04.270,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168583,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
205,J2387,Raden Shadu,00:39:05.770,Open,129,Male,00:22:41.563,00:39:05.770,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168197,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
206,J2530,Nugraha Prihutama,00:39:05.817,Open,130,Male,00:22:12.273,00:39:05.817,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168340,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
207,J2172,Niarchos Taufan,00:39:07.873,Open,131,Male,00:23:12.850,00:39:07.873,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-167982,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
208,J2403,Ahmad Raihan,00:39:09.003,Open,132,Male,00:20:03.697,00:39:09.003,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168213,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
209,M2569,Siti Zahliyatul Munawiroh,00:39:16.637,Master,10,Female,00:22:22.367,00:39:16.637,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168379,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
210,J2774,Wisnu Candra Wijaya,00:39:19.333,Open,133,Male,00:23:19.200,00:39:19.333,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168584,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
211,J2133,Joan Dimas Dinata,00:39:21.707,Open,134,Male,00:24:55.033,00:39:21.707,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-167943,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
212,J2105,Raihan Bara Tangguh Permana,00:39:22.040,Open,135,Male,00:24:55.373,00:39:22.040,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-167915,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
213,L2066,Okvi Yuprisella,00:39:23.533,Open,23,Female,00:22:41.367,00:39:23.533,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-167876,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
214,J2165,Muhammad Romadlana Al Aziz,00:39:23.960,Open,136,Male,00:21:21.043,00:39:23.960,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-167975,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
215,K2425,Anggarsih Budhiarto,00:39:24.343,Master,36,Male,00:22:35.823,00:39:24.343,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168235,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
216,M2437,Dasih Soepami,00:39:25.420,Master,11,Female,00:21:31.850,00:39:25.420,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168247,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
217,J2918,Rommy Pratama,00:39:26.400,Open,137,Male,00:22:27.623,00:39:26.400,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168727,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
218,M2095,Elina Pardi,00:39:30.343,Master,12,Female,00:22:36.240,00:39:30.343,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-167905,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
219,J2093,Vito Abhinaya Hendrikson,00:39:30.563,Open,138,Male,00:22:37.553,00:39:30.563,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-167903,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
220,L2594,Anggraini Respati,00:39:31.093,Open,24,Female,00:24:06.860,00:39:31.093,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168404,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
221,K2148,David Pratikto,00:39:34.863,Master,37,Male,00:22:55.950,00:39:34.863,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-167958,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
222,J2452,Aditya Putra,00:39:36.390,Open,139,Male,00:22:48.073,00:39:36.390,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168262,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
223,J2632,Muhtar Muzaki,00:39:36.593,Open,140,Male,00:22:41.450,00:39:36.593,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168442,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
224,L2603,Hapsari Pusporini,00:39:37.397,Open,25,Female,00:22:14.883,00:39:37.397,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168413,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
225,L2543,Fitri Nur Aini,00:39:37.560,Open,26,Female,00:22:39.717,00:39:37.560,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168353,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
226,J2906,Kai Pusat,00:39:38.383,Open,141,Male,00:21:01.320,00:39:38.383,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168715,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
227,2950,Pura Mangkunegaran 1,00:39:40.803,Unknown,5,Male,00:23:06.427,00:39:40.803,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168759,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
228,M2744,Ratna Westri Erika,00:39:41.667,Master,13,Female,00:22:52.497,00:39:41.667,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168554,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
229,K2434,Ginda Ferachtriawan,00:39:43.697,Master,38,Male,00:22:42.137,00:39:43.697,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168244,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
230,J2213,Maftuh Al Irsyadi,00:39:49.883,Open,142,Male,00:21:17.990,00:39:49.883,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168023,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
231,K2349,Iswahjudi Ibrahim,00:39:52.747,Master,39,Male,00:22:33.177,00:39:52.747,Mangkunegaran Run In Solo 2023,https://images.racetec.net/results/racelogo/19723/19723_129.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-129-3-168159,http://results.scorenow.co.id/results.aspx?CId=19723&RId=129
