Pos,Race No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Country,Finish,race_name,race_large_logo,race_category,runner_id,race_link
501,10482,Julia Elaine Patricia,06:46:59,06:45:21,ALL AGES,69,Female,69,,06:46:59,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-2-67281,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
502,10296,Juliana Tjokro,06:47:40,06:45:58,ALL AGES,70,Female,70,,06:47:40,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-2-67095,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
503,10523,Ade Linda Megasari,06:47:44,06:45:36,ALL AGES,71,Female,71,,06:47:44,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-2-67322,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
504,10636,Armen,06:47:45,06:46:08,ALL AGES,433,Male,433,,06:47:45,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-2-67435,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
505,10487,Daru Puji Utomo,06:48:03,06:45:50,ALL AGES,434,Male,434,,06:48:03,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-2-67286,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
506,10834,Guruh Mohammad Amal,06:48:08,06:46:40,ALL AGES,435,Male,435,,06:48:08,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-2-67633,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
507,10332,Hendra Kurniawan Patte,06:48:23,06:46:36,ALL AGES,436,Male,436,,06:48:23,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-2-67131,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
508,10361,Gharin Hasta Aji,06:48:35,06:47:13,ALL AGES,437,Male,437,,06:48:35,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-2-67160,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
509,10187,Yusuf Gunawan,06:48:41,06:47:07,ALL AGES,438,Male,438,,06:48:41,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-2-66986,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
510,10437,Muslich Idris Al Mashur,06:48:49,06:46:37,ALL AGES,439,Male,439,,06:48:49,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Marathon Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-2-67236,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
